,contract_award_unique_key,base_and_exercised_options_value,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,product_or_service_code,product_or_service_code_description,recipient_duns,recipient_name,extent_competed,period_of_performance_potential_end_date,solicitation_procedures,naics_code,naics_description,usaspending_permalink,number_of_offers_received,rank
12,CONT_AWD_0004_5000_SECHQ109F0249_5000,399951.2,2012,2012-03-12,2013-03-27,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,066781865,KEANE FEDERAL SYSTEMS INC,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2015-03-27,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_0004_5000_SECHQ109F0249_5000/,2,2
13,CONT_AWD_0001_5000_SECHQ109F0249_5000,2557064.8,2012,2012-09-24,2013-09-24,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,066781865,KEANE FEDERAL SYSTEMS INC,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2013-09-24,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_0001_5000_SECHQ109F0249_5000/,3,2
0,CONT_AWD_SECHQ116C0115_5000_-NONE-_-NONE-,6124142.25,2016,2016-10-17,2018-04-16,D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,611823738,"SAPIENT GOVERNMENT SERVICES, INC.",FULL AND OPEN COMPETITION,2019-04-16,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ116C0115_5000_-NONE-_-NONE-/,3,3
0,CONT_AWD_0001_5000_SECHQ114D0029_5000,5209876.43,2014,2014-10-01,2016-09-30,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",048382386,"FULCRUM IT SERVICES, LLC",FULL AND OPEN COMPETITION,2016-09-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_0001_5000_SECHQ114D0029_5000/,8,4
1,CONT_AWD_0003_5000_SECHQ114D0029_5000,939289.52,2015,2015-07-13,2016-02-19,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",048382386,"FULCRUM IT SERVICES, LLC",FULL AND OPEN COMPETITION,2016-02-19,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_0003_5000_SECHQ114D0029_5000/,8,4
2,CONT_AWD_0002_5000_SECHQ114D0029_5000,210917.93,2015,2015-03-23,2015-06-30,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",048382386,"FULCRUM IT SERVICES, LLC",FULL AND OPEN COMPETITION,2015-06-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_0002_5000_SECHQ114D0029_5000/,8,4
0,CONT_AWD_SECHQ111C0060_5000_-NONE-_-NONE-,1146319.69,2011,2011-09-30,2012-09-29,7030,ADP SOFTWARE,842311800,"RECOMMIND, INC.",COMPETED UNDER SAP,2012-09-29,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ111C0060_5000_-NONE-_-NONE-/,13,5
1,CONT_AWD_SECHQ115C0116_5000_-NONE-_-NONE-,1507800.0,2015,2015-08-10,2016-09-09,7030,ADP SOFTWARE,842311800,"RECOMMIND, INC.",FULL AND OPEN COMPETITION,2016-09-09,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ115C0116_5000_-NONE-_-NONE-/,10,5
0,CONT_AWD_SECHQ110F0023_5000_GS35F0822R_4730,31497.8,2010,2009-12-08,2014-12-07,7010,ADPE SYSTEM CONFIGURATION,125132048,CAPITOL CAPTIONING LIMITED LIABILITY COMPANY,FULL AND OPEN COMPETITION,2014-12-07,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ110F0023_5000_GS35F0822R_4730/,1,6
1,CONT_AWD_SECHQ111P0074_5000_-NONE-_-NONE-,24513.75,2011,2011-06-07,2015-06-07,R603,TRANSCRIPTION SERVICES,125132048,"NATIONAL CAPITOL CONTRACTING, LLC",NOT AVAILABLE FOR COMPETITION,2015-06-07,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ111P0074_5000_-NONE-_-NONE-/,1,6
2,CONT_AWD_0001_5000_SECHQ112D0113_5000,1496949.6,2012,2012-09-26,2013-09-23,D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,125132048,"NATIONAL CAPITOL CONTRACTING, LLC",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2013-09-23,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_0001_5000_SECHQ112D0113_5000/,2,6
3,CONT_AWD_0002_5000_SECHQ112D0113_5000,200000.0,2013,2013-09-20,2017-09-23,D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,125132048,"NATIONAL CAPITOL CONTRACTING, LLC",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2017-09-23,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_0002_5000_SECHQ112D0113_5000/,2,6
4,CONT_AWD_0003_5000_SECHQ112D0113_5000,499144.7,2014,2014-09-23,2014-10-23,D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,125132048,"NATIONAL CAPITOL CONTRACTING, LLC",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2014-10-23,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_0003_5000_SECHQ112D0113_5000/,2,6
5,CONT_AWD_SECHQ115F0107_5000_GS06F1217Z_4732,150000.0,2015,2015-08-08,2016-08-07,R603,SUPPORT- ADMINISTRATIVE: TRANSCRIPTION,125132048,"NATIONAL CAPITOL CONTRACTING, LLC",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2020-08-07,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ115F0107_5000_GS06F1217Z_4732/,1,6
0,CONT_AWD_SECHQ107F0232T00003_5000_GS35F0538K_4730,0.0,2009,2008-10-01,2009-10-01,D308,PROGRAMMING SERVICES,861092591,ORCHID TECHNOLOGIES AND MANAGEMENT LC,,2009-10-01,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ107F0232T00003_5000_GS35F0538K_4730/,1,7
1,CONT_AWD_SECHQ107F0232TO0005_5000_GS35F0538K_4730,73209.6,2010,2009-12-15,2010-04-15,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,861092591,ORCHID TECHNOLOGIES AND MANAGEMENT LC,FULL AND OPEN COMPETITION,2010-04-15,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ107F0232TO0005_5000_GS35F0538K_4730/,1,7
2,CONT_AWD_SECHQ107F0232TO0004_5000_GS35F0538K_4730,1759748.0,2009,2009-07-01,2010-06-30,D308,PROGRAMMING SERVICES,861092591,ORCHID TECHNOLOGIES AND MANAGEMENT LC,NON-COMPETITIVE DELIVERY ORDER,2010-06-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ107F0232TO0004_5000_GS35F0538K_4730/,1,7
3,CONT_AWD_SECHQ107F0232TO0007_5000_GS35F0538K_4730,83882.24,2010,2010-06-25,2010-11-15,D307,AUTOMATED INFORMATION SYSTEM SVCS,861092591,ORCHID TECHNOLOGIES AND MANAGEMENT LC,FULL AND OPEN COMPETITION,2010-11-15,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ107F0232TO0007_5000_GS35F0538K_4730/,1,7
4,CONT_AWD_SECHQ107F0232TO0006_5000_GS35F0538K_4730,2332929.6,2010,2010-07-01,2011-06-30,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,861092591,ORCHID TECHNOLOGIES AND MANAGEMENT LC,FULL AND OPEN COMPETITION,2011-06-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ107F0232TO0006_5000_GS35F0538K_4730/,1,7
5,CONT_AWD_SECHQ107F0232TO0008_5000_GS35F0538K_4730,337198.56,2010,2010-09-01,2011-02-28,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,861092591,ORCHID TECHNOLOGIES AND MANAGEMENT LC,FULL AND OPEN COMPETITION,2013-03-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ107F0232TO0008_5000_GS35F0538K_4730/,1,7
6,CONT_AWD_SECHQ107F0232TO0010_5000_GS35F0538K_4730,138742.8,2010,2010-09-16,2011-06-15,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,861092591,ORCHID TECHNOLOGIES AND MANAGEMENT LC,FULL AND OPEN COMPETITION,2011-06-15,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ107F0232TO0010_5000_GS35F0538K_4730/,1,7
7,CONT_AWD_SECHQ107F0232TO0009_5000_GS35F0538K_4730,48937.4,2010,2010-09-08,2011-01-10,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,861092591,ORCHID TECHNOLOGIES AND MANAGEMENT LC,FULL AND OPEN COMPETITION,2011-01-10,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ107F0232TO0009_5000_GS35F0538K_4730/,1,7
8,CONT_AWD_SECHQ107F0232TO0011_5000_GS35F0538K_4730,2527546.85,2011,2011-06-29,2012-06-30,D308,PROGRAMMING SERVICES,861092591,ORCHID TECHNOLOGIES AND MANAGEMENT LC,FULL AND OPEN COMPETITION,2012-06-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ107F0232TO0011_5000_GS35F0538K_4730/,1,7
0,CONT_AWD_SECHQ112P8036_5000_-NONE-_-NONE-,349750.0,2012,2012-07-03,2012-08-14,D306,IT AND TELECOM- SYSTEMS ANALYSIS,017615464,"STROZ FRIEDBERG, LLC",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2012-11-06,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ112P8036_5000_-NONE-_-NONE-/,1,8
0,CONT_AWD_SECHQ109F9072_5000_GS35F0129R_4730,271183.0,2009,2009-09-21,2014-09-20,U008,TRAINING/CURRICULUM DEVELOPMENT,827731829,HARVARD BUSINESS SCHOOL PUBLISHING CORPORATION,COMPETITIVE DELIVERY ORDER,2014-09-20,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ109F9072_5000_GS35F0129R_4730/,1,9
0,CONT_AWD_SECHQ110C0017_5000_-NONE-_-NONE-,240000.0,2010,2009-12-30,2010-12-29,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,969115112,ADVANCED SOFTWARE SYSTEMS INC,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2014-12-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ110C0017_5000_-NONE-_-NONE-/,5,10
1,CONT_AWD_SECHQ110C0101_5000_-NONE-_-NONE-,148219.92,2010,2010-07-30,2011-08-31,D307,AUTOMATED INFORMATION SYSTEM SVCS,969115112,ADVANCED SOFTWARE SYSTEMS INC,COMPETED UNDER SAP,2016-08-31,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ110C0101_5000_-NONE-_-NONE-/,2,10
2,CONT_AWD_SECHQ113D0023_5000_-NONE-_-NONE-,0.0,2013,2013-09-21,2023-09-22,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,969115112,"ADVANCED SOFTWARE SYSTEMS, INC.",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2023-09-22,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ113D0023_5000_-NONE-_-NONE-/,21,10
3,CONT_AWD_0001_5000_SECHQ113D0041_5000,1013958.24,2013,2013-09-23,2018-09-22,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,969115112,"ADVANCED SOFTWARE SYSTEMS, INC.",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2018-09-22,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_0001_5000_SECHQ113D0041_5000/,6,10
4,CONT_AWD_0002_5000_SECHQ113D0041_5000,93362.02,2014,2014-04-16,2023-09-22,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,969115112,"ADVANCED SOFTWARE SYSTEMS, INC.",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2023-09-22,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_0002_5000_SECHQ113D0041_5000/,3,10
5,CONT_AWD_0003_5000_SECHQ113D0041_5000,8159359.6,2014,2014-08-22,2015-10-21,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,969115112,"ADVANCED SOFTWARE SYSTEMS, INC.",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2019-10-21,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_0003_5000_SECHQ113D0041_5000/,5,10
6,CONT_AWD_0004_5000_SECHQ113D0041_5000,620260.2,2014,2014-09-19,2018-09-28,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,969115112,"ADVANCED SOFTWARE SYSTEMS, INC.",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2018-09-28,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_0004_5000_SECHQ113D0041_5000/,3,10
7,CONT_AWD_SECHQ115P0125_5000_-NONE-_-NONE-,114624.0,2015,2015-06-30,2015-12-29,R499,SUPPORT- PROFESSIONAL: OTHER,969115112,"ADVANCED SOFTWARE SYSTEMS, INC.",NOT COMPETED UNDER SAP,2015-12-29,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ115P0125_5000_-NONE-_-NONE-/,1,10
8,CONT_AWD_0005_5000_SECHQ113D0041_5000,1000000.0,2015,2015-05-22,2020-05-25,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,969115112,"ADVANCED SOFTWARE SYSTEMS, INC.",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2020-05-25,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_0005_5000_SECHQ113D0041_5000/,1,10
9,CONT_AWD_0006_5000_SECHQ113D0041_5000,458000.0,2017,2017-06-02,2018-06-01,D311,IT AND TELECOM- DATA CONVERSION,969115112,"ADVANCED SOFTWARE SYSTEMS, INC.",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2020-06-01,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_0006_5000_SECHQ113D0041_5000/,2,10
0,CONT_AWD_SECHQ109CALLA0008_5000_SECHQ109F0250_5000,678374.71,2009,2009-09-19,2010-09-20,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,148095086,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,,2010-09-20,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_SECHQ109CALLA0008_5000_SECHQ109F0250_5000/,3,11
