,contract_award_unique_key,base_and_exercised_options_value,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,product_or_service_code,product_or_service_code_description,recipient_duns,recipient_name,extent_competed,period_of_performance_potential_end_date,solicitation_procedures,naics_code,naics_description,usaspending_permalink,number_of_offers_received,rank
1,CONT_AWD_DJF141200P0007724_1549_-NONE-_-NONE-,24005987.13,2014,2014-05-28,2015-05-06,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2015-05-06,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF141200P0007724_1549_-NONE-_-NONE-/,4,1
2,CONT_AWD_DJF141200P0013216_1549_-NONE-_-NONE-,53636715.0,2014,2014-09-26,2014-12-31,5430,STORAGE TANKS,078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2014-12-31,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF141200P0013216_1549_-NONE-_-NONE-/,1,1
3,CONT_AWD_DJF141200P0004937_1549_-NONE-_-NONE-,12327103.0,2014,2014-04-16,2014-05-31,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2014-05-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF141200P0004937_1549_-NONE-_-NONE-/,3,1
4,CONT_AWD_DJF151200P0005951_1549_-NONE-_-NONE-,114833.88,2015,2015-04-30,2016-05-06,5340,"HARDWARE, COMMERCIAL",078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2016-05-06,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF151200P0005951_1549_-NONE-_-NONE-/,4,1
5,CONT_AWD_DJF151200P0008812_1549_-NONE-_-NONE-,1780140.0,2015,2015-08-18,2016-05-06,J070,MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2016-05-06,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF151200P0008812_1549_-NONE-_-NONE-/,1,1
6,CONT_AWD_DJF151200P0005938_1549_-NONE-_-NONE-,19851765.32,2015,2015-04-30,2016-05-06,D308,IT AND TELECOM- PROGRAMMING,078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2016-05-06,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF151200P0005938_1549_-NONE-_-NONE-/,4,1
7,CONT_AWD_DJF151200P0002149_1549_-NONE-_-NONE-,147988.05,2015,2015-01-22,2015-01-22,5340,"HARDWARE, COMMERCIAL",078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2015-05-06,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF151200P0002149_1549_-NONE-_-NONE-/,1,1
8,CONT_AWD_DJF151200P0010872_1549_-NONE-_-NONE-,3196321.0,2015,2015-09-30,2016-09-29,J070,MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2016-09-29,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF151200P0010872_1549_-NONE-_-NONE-/,1,1
9,CONT_AWD_DJF151200P0002142_1549_-NONE-_-NONE-,1664140.0,2015,2015-01-22,2015-01-22,J070,MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2015-05-06,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF151200P0002142_1549_-NONE-_-NONE-/,1,1
0,CONT_AWD_DJJ19190001_1501_DJJ09G1919_1501,5000000.0,2009,2009-09-30,2014-09-29,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190001_1501_DJJ09G1919_1501/,2.0,2
1,CONT_AWD_DJO2010F10070_1550_-NONE-_-NONE-,210255.28,2010,2010-09-20,2011-09-19,7035,ADP SUPPORT EQUIPMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2011-09-19,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJO2010F10070_1550_-NONE-_-NONE-/,1.0,2
2,CONT_AWD_DJJ19190002_1501_DJJ09G1919_1501,1368393.59,2010,2010-09-29,2014-09-29,D316,TELECOMMUNICATION NETWORK MGMT SVCS,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190002_1501_DJJ09G1919_1501/,0.0,2
3,CONT_AWD_DJJ19190004_1501_DJJ09G1919_1501,130617.97,2012,2011-12-06,2014-09-29,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190004_1501_DJJ09G1919_1501/,1.0,2
4,CONT_AWD_DJJ19190005_1501_DJJ09G1919_1501,402954.13,2012,2011-12-06,2014-09-29,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190005_1501_DJJ09G1919_1501/,1.0,2
5,CONT_AWD_DJJ19190003_1501_DJJ09G1919_1501,483286.51,2011,2011-02-17,2014-09-29,D316,TELECOMMUNICATION NETWORK MGMT SVCS,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190003_1501_DJJ09G1919_1501/,1.0,2
6,CONT_AWD_DJJ19190009_1501_DJJ09G1919_1501,250094.47,2012,2012-09-28,2013-09-30,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2013-09-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190009_1501_DJJ09G1919_1501/,3.0,2
7,CONT_AWD_DJJ19190007_1501_DJJ09G1919_1501,22429.7,2012,2012-02-22,2014-09-29,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190007_1501_DJJ09G1919_1501/,1.0,2
8,CONT_AWD_DJJ13P01CRM0073_1501_-NONE-_-NONE-,9240.0,2013,2012-10-18,2012-11-30,7735,"PARTS AND ACCESSORIES OF PHONOGRAPHS, RADIOS, AND TELEVISION SET: HOME TYPE",154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2012-11-30,NEGOTIATED PROPOSAL/QUOTE,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ13P01CRM0073_1501_-NONE-_-NONE-/,2.0,2
9,CONT_AWD_DJJ19190010_1501_DJJ09G1919_1501,52007.79,2013,2012-12-17,2014-09-29,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190010_1501_DJJ09G1919_1501/,3.0,2
10,CONT_AWD_DJJ19190016_1501_DJJ09G1919_1501,9522.66,2014,2013-11-05,2014-12-26,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2014-12-26,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190016_1501_DJJ09G1919_1501/,1.0,2
11,CONT_AWD_DJJ19190013_1501_DJJ09G1919_1501,41915.04,2013,2013-07-30,2014-08-31,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2014-08-31,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190013_1501_DJJ09G1919_1501/,3.0,2
12,CONT_AWD_DJJ19190015_1501_DJJ09G1919_1501,221642.93,2013,2013-09-24,2014-09-30,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2014-09-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190015_1501_DJJ09G1919_1501/,3.0,2
13,CONT_AWD_DJJ19190027_1501_DJJ09G1919_1501,10717.76,2014,2014-09-18,2015-09-30,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2015-09-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190027_1501_DJJ09G1919_1501/,3.0,2
14,CONT_AWD_DJJ19190029_1501_DJJ09G1919_1501,9516.23,2015,2014-11-25,2015-12-26,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2015-12-26,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190029_1501_DJJ09G1919_1501/,3.0,2
15,CONT_AWD_DJJ19190019_1501_DJJ09G1919_1501,513291.92,2014,2014-06-12,2014-12-11,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2014-12-11,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190019_1501_DJJ09G1919_1501/,3.0,2
16,CONT_AWD_DJJ19190028_1501_DJJ09G1919_1501,198891.0,2014,2014-09-30,2015-09-30,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2015-09-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190028_1501_DJJ09G1919_1501/,3.0,2
17,CONT_AWD_DJJ19190026_1501_DJJ09G1919_1501,5873543.76,2014,2014-09-17,2015-09-16,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2015-09-16,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190026_1501_DJJ09G1919_1501/,3.0,2
18,CONT_AWD_DJJ19190023_1501_DJJ09G1919_1501,327642.57,2014,2014-08-21,2014-08-21,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2014-11-21,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190023_1501_DJJ09G1919_1501/,3.0,2
19,CONT_AWD_DJJ19190024_1501_DJJ09G1919_1501,3042420.05,2014,2014-09-04,2014-12-04,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2014-12-04,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190024_1501_DJJ09G1919_1501/,3.0,2
20,CONT_AWD_DJJ19190020_1501_DJJ09G1919_1501,121484.43,2014,2014-08-12,2014-11-12,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2014-11-12,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190020_1501_DJJ09G1919_1501/,3.0,2
21,CONT_AWD_DJJ19190030_1501_DJJ09G1919_1501,31732.16,2015,2014-12-23,2015-04-23,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2015-04-23,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190030_1501_DJJ09G1919_1501/,3.0,2
22,CONT_AWD_DJJ19190025_1501_DJJ09G1919_1501,156810.01,2014,2014-09-17,2015-09-21,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2015-09-21,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190025_1501_DJJ09G1919_1501/,3.0,2
23,CONT_AWD_DJF161200P0001964_1549_-NONE-_-NONE-,36540.0,2016,2015-12-29,2016-12-28,5895,MISCELLANEOUS COMMUNICATION EQUIPMENT,154050959,PRESIDIO NETWORKED SOLUTIONS LLC,FULL AND OPEN COMPETITION,2016-12-28,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF161200P0001964_1549_-NONE-_-NONE-/,16.0,2
24,CONT_AWD_DJJ19190032_1501_DJJ09G1919_1501,201554.03,2015,2015-02-05,2015-05-05,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2015-05-05,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190032_1501_DJJ09G1919_1501/,1.0,2
25,CONT_AWD_DJJ19190031_1501_DJJ09G1919_1501,81757.94,2015,2015-01-06,2016-03-17,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2016-03-17,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190031_1501_DJJ09G1919_1501/,3.0,2
26,CONT_AWD_DJF171200P0006872_1549_-NONE-_-NONE-,15162500.92,2017,2017-09-21,2022-09-30,J070,MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,154050959,PRESIDIO NETWORKED SOLUTIONS LLC,FULL AND OPEN COMPETITION,2022-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF171200P0006872_1549_-NONE-_-NONE-/,9.0,2
27,CONT_AWD_15DDHQ18F00001428_1524_15F06718D0004551_1549,209642.22,2018,2018-09-24,2018-09-28,7030,INFORMATION TECHNOLOGY SOFTWARE,154050959,PRESIDIO NETWORKED SOLUTIONS LLC,FULL AND OPEN COMPETITION,2019-09-27,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_15DDHQ18F00001428_1524_15F06718D0004551_1549/,,2
28,CONT_AWD_15A00018FAQA00593_1560_15F06718D0004551_1549,88901.04,2018,2018-08-20,2019-08-19,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,154050959,PRESIDIO NETWORKED SOLUTIONS LLC,FULL AND OPEN COMPETITION,2019-08-19,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_15A00018FAQA00593_1560_15F06718D0004551_1549/,,2
29,CONT_AWD_15JNSD18F00000033_1501_15F06718D0004551_1549,230090.53,2018,2018-10-01,2019-09-30,D320,IT AND TELECOM- ANNUAL HARDWARE MAINTENANCE SERVICE PLANS,154050959,PRESIDIO NETWORKED SOLUTIONS LLC,FULL AND OPEN COMPETITION,2019-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_15JNSD18F00000033_1501_15F06718D0004551_1549/,,2
30,CONT_AWD_15JE1R19F00000006_1501_15F06718D0004551_1549,580631.04,2019,2018-11-09,2018-11-16,7035,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,154050959,PRESIDIO NETWORKED SOLUTIONS LLC,FULL AND OPEN COMPETITION,2022-11-16,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_15JE1R19F00000006_1501_15F06718D0004551_1549/,,2
31,CONT_AWD_15DDHQ18F00001241_1524_15F06718D0004551_1549,11280.35,2018,2018-08-31,2019-03-31,D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,154050959,PRESIDIO NETWORKED SOLUTIONS LLC,FULL AND OPEN COMPETITION,2019-03-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_15DDHQ18F00001241_1524_15F06718D0004551_1549/,,2
32,CONT_AWD_15JC1V18F00000110_1501_15F06718D0004551_1549,52614.8,2018,2018-09-21,2018-09-30,7035,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,154050959,PRESIDIO NETWORKED SOLUTIONS LLC,FULL AND OPEN COMPETITION,2018-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_15JC1V18F00000110_1501_15F06718D0004551_1549/,,2
33,CONT_AWD_15DDHQ18F00000918_1524_15F06718D0004551_1549,23642.9,2018,2018-09-10,2019-03-31,7030,INFORMATION TECHNOLOGY SOFTWARE,154050959,PRESIDIO NETWORKED SOLUTIONS LLC,FULL AND OPEN COMPETITION,2019-03-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_15DDHQ18F00000918_1524_15F06718D0004551_1549/,,2
34,CONT_AWD_15DDHQ18F00000428_1524_-NONE-_-NONE-,2129862.58,2018,2018-04-01,2019-03-31,7030,INFORMATION TECHNOLOGY SOFTWARE,154050959,PRESIDIO NETWORKED SOLUTIONS LLC,FULL AND OPEN COMPETITION,2019-03-31,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_15DDHQ18F00000428_1524_-NONE-_-NONE-/,1.0,2
35,CONT_AWD_15BNAS18FT9M10152_1540_15F06718D0004551_1549,867871.56,2018,2018-07-16,2019-03-31,D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,154050959,PRESIDIO NETWORKED SOLUTIONS LLC,FULL AND OPEN COMPETITION,2019-03-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_15BNAS18FT9M10152_1540_15F06718D0004551_1549/,,2
