,contract_award_unique_key,base_and_exercised_options_value,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,product_or_service_code,product_or_service_code_description,recipient_duns,recipient_name,extent_competed,period_of_performance_potential_end_date,solicitation_procedures,naics_code,naics_description,usaspending_permalink,number_of_offers_received,rank
1,CONT_AWD_DJF131200P0000933_1549_DJFJFBI08041_1549,9461722.0,2013,2013-09-11,2014-05-06,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2014-05-06,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF131200P0000933_1549_DJFJFBI08041_1549/,3,1
2,CONT_AWD_DJF141200P0013716_1549_-NONE-_-NONE-,19999201.0,2014,2014-09-30,2014-12-31,5340,"HARDWARE, COMMERCIAL",078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2014-12-31,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF141200P0013716_1549_-NONE-_-NONE-/,1,1
3,CONT_AWD_DJF141200P0007724_1549_-NONE-_-NONE-,24005987.13,2014,2014-05-28,2015-05-06,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2015-05-06,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF141200P0007724_1549_-NONE-_-NONE-/,4,1
4,CONT_AWD_DJF141200P0013216_1549_-NONE-_-NONE-,53636715.0,2014,2014-09-26,2014-12-31,5430,STORAGE TANKS,078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2014-12-31,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF141200P0013216_1549_-NONE-_-NONE-/,1,1
5,CONT_AWD_DJF141200P0004937_1549_-NONE-_-NONE-,12327103.0,2014,2014-04-16,2014-05-31,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2014-05-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF141200P0004937_1549_-NONE-_-NONE-/,3,1
6,CONT_AWD_DJF151200P0005951_1549_-NONE-_-NONE-,114833.88,2015,2015-04-30,2016-05-06,5340,"HARDWARE, COMMERCIAL",078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2016-05-06,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF151200P0005951_1549_-NONE-_-NONE-/,4,1
7,CONT_AWD_DJF151200P0008812_1549_-NONE-_-NONE-,1780140.0,2015,2015-08-18,2016-05-06,J070,MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2016-05-06,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF151200P0008812_1549_-NONE-_-NONE-/,1,1
8,CONT_AWD_DJF151200P0005938_1549_-NONE-_-NONE-,19851765.32,2015,2015-04-30,2016-05-06,D308,IT AND TELECOM- PROGRAMMING,078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2016-05-06,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF151200P0005938_1549_-NONE-_-NONE-/,4,1
9,CONT_AWD_DJF151200P0002149_1549_-NONE-_-NONE-,147988.05,2015,2015-01-22,2015-01-22,5340,"HARDWARE, COMMERCIAL",078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2015-05-06,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF151200P0002149_1549_-NONE-_-NONE-/,1,1
10,CONT_AWD_DJF151200P0010872_1549_-NONE-_-NONE-,3196321.0,2015,2015-09-30,2016-09-29,J070,MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2016-09-29,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF151200P0010872_1549_-NONE-_-NONE-/,1,1
11,CONT_AWD_DJF151200P0002142_1549_-NONE-_-NONE-,1664140.0,2015,2015-01-22,2015-01-22,J070,MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,078604247,LOCKHEED MARTIN CORPORATION,FULL AND OPEN COMPETITION,2015-05-06,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF151200P0002142_1549_-NONE-_-NONE-/,1,1
12,CONT_AWD_DJF161200P0005826_1549_-NONE-_-NONE-,0.0,2016,2016-05-20,2017-05-06,J080,"MAINT/REPAIR/REBUILD OF EQUIPMENT- BRUSHES, PAINTS, SEALERS, AND ADHESIVES",078604247,LOCKHEED MARTIN CORPORATION,COMPETED UNDER SAP,2017-05-06,SIMPLIFIED ACQUISITION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJF161200P0005826_1549_-NONE-_-NONE-/,1,1
0,CONT_AWD_DJO2009F09010_1550_NNG07DA36B_8000,6591.98,2009,2008-12-11,2008-12-19,7021,ADP CENTRAL PROCESSING UNIT-DIGITAL,154050959,THE PRESIDIO CORPORATION,,2008-12-19,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJO2009F09010_1550_NNG07DA36B_8000/,6.0,2
1,CONT_AWD_DJBNASI9M10039_1540_NNG07DA36B_8000,4268.44,2009,2008-10-01,2009-09-30,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,154050959,THE PRESIDIO CORPORATION,,2009-09-30,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJBNASI9M10039_1540_NNG07DA36B_8000/,1.0,2
2,CONT_AWD_DJJ09FHTAX0157_1501_NNG07DA36B_8000,44836.33,2009,2008-10-01,2009-09-30,D301,ADP FACILITY MANAGEMENT,154050959,THE PRESIDIO CORPORATION,,2009-09-30,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ09FHTAX0157_1501_NNG07DA36B_8000/,2.0,2
3,CONT_AWD_DJJ09G54OSS112017_1501_NNG07DA36B_8000,54462.0,2009,2008-10-01,2009-09-30,J035,MAINT-REP OF SERVICE & TRADE EQ,154050959,THE PRESIDIO CORPORATION,COMPETITIVE DELIVERY ORDER,2009-09-30,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ09G54OSS112017_1501_NNG07DA36B_8000/,3.0,2
4,CONT_AWD_DJJ10G1965_1501_NNG07DA36B_8000,63065.76,2010,2009-12-29,2010-12-27,7025,ADP INPUT/OUTPUT & STORAGE DEVICES,154050959,THE PRESIDIO CORPORATION,FULL AND OPEN COMPETITION,2010-12-27,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ10G1965_1501_NNG07DA36B_8000/,4.0,2
5,CONT_AWD_DJD09HQE0020_1524_NNG07DA36B_8000,29051.87,2009,2009-03-24,2010-03-26,D301,ADP FACILITY MANAGEMENT,154050959,THE PRESIDIO CORPORATION,,2010-03-26,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJD09HQE0020_1524_NNG07DA36B_8000/,11.0,2
6,CONT_AWD_DJJ19190001_1501_DJJ09G1919_1501,5000000.0,2009,2009-09-30,2014-09-29,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190001_1501_DJJ09G1919_1501/,2.0,2
7,CONT_AWD_DJD09HQE0086_1524_NNG07DA36B_8000,42073.75,2009,2009-08-07,2010-08-09,U012,INFORMATION TRAINING,154050959,THE PRESIDIO CORPORATION,,2010-08-09,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJD09HQE0086_1524_NNG07DA36B_8000/,2.0,2
8,CONT_AWD_DJJ10F01CRM0234_1501_NNG07DA36B_8000,491135.01,2010,2010-09-30,2010-09-30,7030,ADP SOFTWARE,154050959,THE PRESIDIO CORPORATION,FULL AND OPEN COMPETITION,2010-09-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ10F01CRM0234_1501_NNG07DA36B_8000/,1.0,2
9,CONT_AWD_DJJ11G41OSS351537_1501_NNG07DA36B_8000,8922.47,2011,2010-11-24,2010-11-24,7050,ADP COMPONENTS,154050959,THE PRESIDIO CORPORATION,FULL AND OPEN COMPETITION,2010-11-24,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ11G41OSS351537_1501_NNG07DA36B_8000/,2.0,2
10,CONT_AWD_DJJ11G55OSS432511_1501_NNG07DA36B_8000,59675.41,2010,2010-10-01,2011-09-30,J070,MAINT-REP OF ADP EQ & SUPPLIES,154050959,THE PRESIDIO CORPORATION,FULL AND OPEN COMPETITION,2011-09-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ11G55OSS432511_1501_NNG07DA36B_8000/,2.0,2
11,CONT_AWD_DJO2010F10070_1550_-NONE-_-NONE-,210255.28,2010,2010-09-20,2011-09-19,7035,ADP SUPPORT EQUIPMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2011-09-19,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJO2010F10070_1550_-NONE-_-NONE-/,1.0,2
12,CONT_AWD_DJJ10FEIR010284_1501_NNG07DA36B_8000,274511.33,2010,2010-08-09,2011-08-08,7025,ADP INPUT/OUTPUT & STORAGE DEVICES,154050959,THE PRESIDIO CORPORATION,FULL AND OPEN COMPETITION,2011-08-08,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ10FEIR010284_1501_NNG07DA36B_8000/,1.0,2
13,CONT_AWD_DJJ10FEIR010317_1501_NNG07DA36B_8000,788250.73,2010,2010-09-01,2011-08-31,7030,ADP SOFTWARE,154050959,THE PRESIDIO CORPORATION,FULL AND OPEN COMPETITION,2011-08-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ10FEIR010317_1501_NNG07DA36B_8000/,1.0,2
14,CONT_AWD_DJO2010TO10114_1550_NNG07DA36B_8000,485640.48,2010,2010-09-30,2010-11-15,7030,ADP SOFTWARE,154050959,THE PRESIDIO CORPORATION,FULL AND OPEN COMPETITION,2010-11-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJO2010TO10114_1550_NNG07DA36B_8000/,5.0,2
15,CONT_AWD_DJO2010F10085_1550_NNG07DA36B_8000,238159.26,2010,2010-09-30,2011-09-29,7050,ADP COMPONENTS,154050959,THE PRESIDIO CORPORATION,FULL AND OPEN COMPETITION,2011-09-29,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJO2010F10085_1550_NNG07DA36B_8000/,2.0,2
16,CONT_AWD_DJD11HQE0021_1524_-NONE-_-NONE-,146246.15,2011,2010-12-01,2011-11-30,D301,ADP FACILITY MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",COMPETED UNDER SAP,2011-11-30,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJD11HQE0021_1524_-NONE-_-NONE-/,1.0,2
17,CONT_AWD_DJJ10FTATR0451_1501_NNG07DA36B_8000,44911.63,2010,2010-08-03,2010-09-03,5805,TELEPHONE AND TELEGRAPH EQUIPMENT,154050959,THE PRESIDIO CORPORATION,FULL AND OPEN COMPETITION,2010-09-03,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ10FTATR0451_1501_NNG07DA36B_8000/,1.0,2
18,CONT_AWD_DJO2010TO10065_1550_NNG07DA36B_8000,481591.94,2010,2010-07-27,2011-06-30,D307,AUTOMATED INFORMATION SYSTEM SVCS,154050959,THE PRESIDIO CORPORATION,FULL AND OPEN COMPETITION,2011-06-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJO2010TO10065_1550_NNG07DA36B_8000/,2.0,2
19,CONT_AWD_DJJ10G2037_1501_NNG07DA36B_8000,665381.31,2010,2010-08-04,2010-09-30,7035,ADP SUPPORT EQUIPMENT,154050959,THE PRESIDIO CORPORATION,FULL AND OPEN COMPETITION,2010-09-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ10G2037_1501_NNG07DA36B_8000/,5.0,2
20,CONT_AWD_DJJ10FEIR010193_1501_NNG07DA36B_8000,447603.46,2010,2010-05-14,2010-09-30,7030,ADP SOFTWARE,154050959,THE PRESIDIO CORPORATION,FULL AND OPEN COMPETITION,2010-09-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ10FEIR010193_1501_NNG07DA36B_8000/,1.0,2
21,CONT_AWD_DJJ19190002_1501_DJJ09G1919_1501,1368393.59,2010,2010-09-29,2014-09-29,D316,TELECOMMUNICATION NETWORK MGMT SVCS,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190002_1501_DJJ09G1919_1501/,0.0,2
22,CONT_AWD_DJBP0700NASJ9M10142_1540_NNG07DA36B_8000,17605.4,2010,2010-04-06,2010-05-06,7050,ADP COMPONENTS,154050959,THE PRESIDIO CORPORATION,FULL AND OPEN COMPETITION,2010-09-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJBP0700NASJ9M10142_1540_NNG07DA36B_8000/,6.0,2
23,CONT_AWD_DJO2010TO10093_1550_NNG07DA36B_8000,273652.66,2010,2010-09-24,2011-09-23,D313,COMPUTER AIDED DESGN/MFG SVCS,154050959,THE PRESIDIO CORPORATION,FULL AND OPEN COMPETITION,2011-09-23,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJO2010TO10093_1550_NNG07DA36B_8000/,1.0,2
24,CONT_AWD_DJJ11FEIR010007_1501_NNG07DA36B_8000,525362.54,2010,2010-10-01,2011-09-30,D301,ADP FACILITY MANAGEMENT,154050959,THE PRESIDIO CORPORATION,FULL AND OPEN COMPETITION,2015-09-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ11FEIR010007_1501_NNG07DA36B_8000/,1.0,2
25,CONT_AWD_DJO2010F10057_1550_NNG07DA36B_8000,79092.8,2010,2010-08-21,2011-08-22,7030,ADP SOFTWARE,154050959,THE PRESIDIO CORPORATION,FULL AND OPEN COMPETITION,2011-08-22,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJO2010F10057_1550_NNG07DA36B_8000/,6.0,2
26,CONT_AWD_DJJ10FEIR010273_1501_NNG07DA36B_8000,41230.23,2010,2010-07-27,2010-08-16,7050,ADP COMPONENTS,154050959,THE PRESIDIO CORPORATION,FULL AND OPEN COMPETITION,2010-08-16,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ10FEIR010273_1501_NNG07DA36B_8000/,1.0,2
27,CONT_AWD_DJJ19190004_1501_DJJ09G1919_1501,130617.97,2012,2011-12-06,2014-09-29,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190004_1501_DJJ09G1919_1501/,1.0,2
28,CONT_AWD_DJJ11FEIR010185_1501_NNG07DA36B_8000,42987.18,2011,2011-07-08,2011-08-05,7035,ADP SUPPORT EQUIPMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2011-08-05,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ11FEIR010185_1501_NNG07DA36B_8000/,7.0,2
29,CONT_AWD_DJJ11G2221_1501_NNG07DA36B_8000,81255.37,2011,2011-07-25,2012-08-24,7025,ADP INPUT/OUTPUT & STORAGE DEVICES,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2012-08-24,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ11G2221_1501_NNG07DA36B_8000/,2.0,2
30,CONT_AWD_DJJ12EIR010001_1501_NNG07DA36B_8000,357852.0,2011,2011-07-28,2011-09-30,7035,ADP SUPPORT EQUIPMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2011-09-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ12EIR010001_1501_NNG07DA36B_8000/,1.0,2
31,CONT_AWD_DJJ11FEIR010180_1501_NNG07DA36B_8000,40209.81,2011,2011-07-08,2011-07-29,7035,ADP SUPPORT EQUIPMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2011-07-29,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ11FEIR010180_1501_NNG07DA36B_8000/,4.0,2
32,CONT_AWD_DJD11HQE0153_1524_NNG07DA36B_8000,32852.72,2011,2011-08-02,2011-08-14,7035,ADP SUPPORT EQUIPMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2011-08-14,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJD11HQE0153_1524_NNG07DA36B_8000/,3.0,2
33,CONT_AWD_DJJ19190005_1501_DJJ09G1919_1501,402954.13,2012,2011-12-06,2014-09-29,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ19190005_1501_DJJ09G1919_1501/,1.0,2
34,CONT_AWD_DJJ11FGIPL0361_1501_NNG07DA36B_8000,116184.47,2011,2011-05-18,2011-06-18,5836,VIDEO RECORDING AND REPRODUCING EQU,154050959,"PRESIDIO NETWORKED SOLUTIONS, INC.",FULL AND OPEN COMPETITION,2011-06-18,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ11FGIPL0361_1501_NNG07DA36B_8000/,2.0,2
