,contract_award_unique_key,base_and_exercised_options_value,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,product_or_service_code,product_or_service_code_description,recipient_duns,recipient_name,extent_competed,period_of_performance_potential_end_date,solicitation_procedures,naics_code,naics_description,usaspending_permalink,number_of_offers_received,rank
11,CONT_AWD_HHSH25034028T_7526_HHSH250201200005I_7526,416290.82,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034028T_7526_HHSH250201200005I_7526/,2.0,3
12,CONT_AWD_HHSH25034042T_7526_HHSH250201200005I_7526,139964.27,2013,2013-09-26,2014-09-26,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-26,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034042T_7526_HHSH250201200005I_7526/,2.0,3
13,CONT_AWD_HHSH25034023T_7526_HHSH250201200005I_7526,99977.38,2013,2013-09-26,2014-09-26,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-26,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034023T_7526_HHSH250201200005I_7526/,2.0,3
14,CONT_AWD_HHSH25034015T_7526_HHSH250201200005I_7526,411083.48,2013,2013-06-20,2013-09-30,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2013-09-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034015T_7526_HHSH250201200005I_7526/,2.0,3
15,CONT_AWD_HHSH25034041T_7526_HHSH250201200005I_7526,139964.41,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034041T_7526_HHSH250201200005I_7526/,2.0,3
16,CONT_AWD_HHSH25034013T_7526_HHSH250201200005I_7526,18433122.21,2013,2013-08-27,2014-08-27,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2017-08-27,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034013T_7526_HHSH250201200005I_7526/,2.0,3
17,CONT_AWD_HHSH25034025T_7526_HHSH250201200005I_7526,299684.49,2013,2013-09-26,2014-09-26,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-26,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034025T_7526_HHSH250201200005I_7526/,2.0,3
18,CONT_AWD_HHSH25034020T_7526_HHSH250201200005I_7526,199974.78,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034020T_7526_HHSH250201200005I_7526/,2.0,3
19,CONT_AWD_HHSH25034021T_7526_HHSH250201200005I_7526,349985.2,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034021T_7526_HHSH250201200005I_7526/,2.0,3
20,CONT_AWD_HHSH25034018T_7526_HHSH250201200005I_7526,249983.5,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034018T_7526_HHSH250201200005I_7526/,2.0,3
21,CONT_AWD_HHSH25034017T_7526_HHSH250201200005I_7526,1142476.2,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034017T_7526_HHSH250201200005I_7526/,2.0,3
22,CONT_AWD_HHSH25034026T_7526_HHSH250201200005I_7526,2861489.15,2013,2013-09-27,2014-09-26,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-26,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034026T_7526_HHSH250201200005I_7526/,2.0,3
23,CONT_AWD_HHSH25034027T_7526_HHSH250201200005I_7526,299953.81,2013,2013-09-21,2014-09-26,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-26,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034027T_7526_HHSH250201200005I_7526/,2.0,3
24,CONT_AWD_HHSH25034036T_7526_HHSH250201200005I_7526,119987.23,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034036T_7526_HHSH250201200005I_7526/,2.0,3
25,CONT_AWD_HHSH25034040T_7526_HHSH250201200005I_7526,189978.81,2013,2013-09-26,2014-09-26,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-26,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034040T_7526_HHSH250201200005I_7526/,2.0,3
26,CONT_AWD_HHSH25034039T_7526_HHSH250201200005I_7526,829794.7,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034039T_7526_HHSH250201200005I_7526/,2.0,3
27,CONT_AWD_HHSH25034038T_7526_HHSH250201200005I_7526,1199723.36,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034038T_7526_HHSH250201200005I_7526/,2.0,3
28,CONT_AWD_HHSH25034035T_7526_HHSH250201200005I_7526,109933.58,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034035T_7526_HHSH250201200005I_7526/,2.0,3
29,CONT_AWD_HHSH25034031T_7526_HHSH250201200005I_7526,234933.18,2013,2013-09-26,2014-09-26,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-26,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034031T_7526_HHSH250201200005I_7526/,2.0,3
30,CONT_AWD_HHSH25034014T_7526_HHSH250201200005I_7526,289498.64,2013,2013-06-27,2013-09-30,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2013-09-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034014T_7526_HHSH250201200005I_7526/,2.0,3
31,CONT_AWD_HHSH25034016T_7526_HHSH250201200005I_7526,199952.23,2013,2013-09-26,2014-09-26,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-26,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034016T_7526_HHSH250201200005I_7526/,2.0,3
32,CONT_AWD_HHSH25034049T_7526_HHSH250201200005I_7526,4399995.82,2014,2014-09-29,2015-09-28,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2015-09-28,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034049T_7526_HHSH250201200005I_7526/,2.0,3
33,CONT_AWD_HHSH25034024T_7526_HHSH250201200005I_7526,447961.24,2014,2014-04-08,2014-09-30,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034024T_7526_HHSH250201200005I_7526/,2.0,3
34,CONT_AWD_HHSH25034045T_7526_HHSH250201200005I_7526,287918.53,2014,2014-09-17,2015-09-16,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2015-09-16,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034045T_7526_HHSH250201200005I_7526/,2.0,3
35,CONT_AWD_HHSH25034047T_7526_HHSH250201200005I_7526,93911.87,2014,2014-09-18,2015-09-17,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2015-09-17,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034047T_7526_HHSH250201200005I_7526/,2.0,3
36,CONT_AWD_HHSH25034046T_7526_HHSH250201200005I_7526,704973.12,2014,2014-09-16,2015-09-15,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2015-09-15,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034046T_7526_HHSH250201200005I_7526/,2.0,3
37,CONT_AWD_HHSH25034037T_7526_HHSH250201200005I_7526,99066.25,2014,2014-09-17,2015-09-16,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2015-09-16,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034037T_7526_HHSH250201200005I_7526/,2.0,3
38,CONT_AWD_HHSH25034030T_7526_HHSH250201200005I_7526,99281.36,2014,2014-09-17,2015-09-16,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2015-09-16,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034030T_7526_HHSH250201200005I_7526/,2.0,3
39,CONT_AWD_HHSH25034044T_7526_HHSH250201200005I_7526,158920.96,2014,2014-09-18,2015-09-17,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2015-09-17,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034044T_7526_HHSH250201200005I_7526/,2.0,3
40,CONT_AWD_HHSH25034043T_7526_HHSH250201200005I_7526,137949.33,2014,2014-09-17,2015-09-16,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2015-09-16,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034043T_7526_HHSH250201200005I_7526/,2.0,3
41,CONT_AWD_HHSH25034032T_7526_HHSH250201200005I_7526,1703567.22,2014,2014-09-30,2015-09-29,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2015-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034032T_7526_HHSH250201200005I_7526/,2.0,3
42,CONT_AWD_HHSH25034048T_7526_HHSH250201200005I_7526,674994.13,2014,2014-09-29,2015-09-28,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2015-09-28,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034048T_7526_HHSH250201200005I_7526/,2.0,3
43,CONT_AWD_HHSH25034034T_7526_HHSH250201200005I_7526,248932.33,2014,2014-09-18,2015-09-17,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2015-09-17,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034034T_7526_HHSH250201200005I_7526/,2.0,3
44,CONT_AWD_HHSH25034033T_7526_HHSH250201200005I_7526,499756.8,2014,2014-09-16,2015-09-15,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2015-09-15,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034033T_7526_HHSH250201200005I_7526/,2.0,3
45,CONT_AWD_HHSH25034029T_7526_HHSH250201200005I_7526,44608.42,2014,2014-05-21,2014-09-22,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-22,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034029T_7526_HHSH250201200005I_7526/,2.0,3
46,CONT_AWD_HHSH25034050T_7526_HHSH250201200005I_7526,299986.39,2014,2014-09-30,2015-09-29,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2015-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034050T_7526_HHSH250201200005I_7526/,2.0,3
47,CONT_AWD_HHSH25034019T_7526_HHSH250201200005I_7526,85215.0,2014,2014-04-11,2014-09-30,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034019T_7526_HHSH250201200005I_7526/,2.0,3
48,CONT_AWD_HHSH25034063T_7526_HHSH250201200005I_7526,222183.12,2015,2015-09-14,2016-09-13,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2016-09-13,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034063T_7526_HHSH250201200005I_7526/,2.0,3
49,CONT_AWD_HHSH25034067T_7526_HHSH250201200005I_7526,424949.83,2015,2015-09-23,2016-09-22,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2016-09-22,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034067T_7526_HHSH250201200005I_7526/,2.0,3
50,CONT_AWD_HHSH25034066T_7526_HHSH250201200005I_7526,5167973.3,2015,2015-09-18,2016-09-22,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2016-09-22,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034066T_7526_HHSH250201200005I_7526/,2.0,3
51,CONT_AWD_HHSH25034064T_7526_HHSH250201200005I_7526,678755.79,2015,2015-09-09,2016-09-13,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2016-09-13,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034064T_7526_HHSH250201200005I_7526/,2.0,3
52,CONT_AWD_HHSH25034061T_7526_HHSH250201200005I_7526,73864.94,2015,2015-08-17,2016-08-16,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2016-08-16,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034061T_7526_HHSH250201200005I_7526/,2.0,3
