,contract_award_unique_key,base_and_exercised_options_value,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,product_or_service_code,product_or_service_code_description,recipient_duns,recipient_name,extent_competed,period_of_performance_potential_end_date,solicitation_procedures,naics_code,naics_description,usaspending_permalink,number_of_offers_received,rank
5,CONT_AWD_HHSM500201300094C_7530_-NONE-_-NONE-,4339863.0,2013,2012-12-14,2013-12-13,D311,IT AND TELECOM- DATA CONVERSION,807899653,"NATIONAL GOVERNMENT SERVICES, INC.",FULL AND OPEN COMPETITION,2017-12-13,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500201300094C_7530_-NONE-_-NONE-/,1,2
6,CONT_AWD_HHSM500T0002_7530_HHSM500200600023I_7530,21374159.0,2012,2012-04-01,2013-03-31,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",807899653,"NATIONAL GOVERNMENT SERVICES, INC.",FULL AND OPEN COMPETITION,2017-03-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500T0002_7530_HHSM500200600023I_7530/,1,2
7,CONT_AWD_HHSM500201200189G_7530_GS35F0674T_4730,13918305.0,2012,2012-09-28,2013-09-27,D301,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,807899653,NATIONAL GOVERNMENT SERVICES INCORPORATED,FULL AND OPEN COMPETITION,2017-09-27,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500201200189G_7530_GS35F0674T_4730/,1,2
8,CONT_AWD_HHSM500201600116G_7530_GS35F0674T_4730,1721091.0,2016,2016-09-16,2017-09-25,R499,SUPPORT- PROFESSIONAL: OTHER,807899653,NATIONAL GOVERNMENT SERVICES INCORPORATED,FULL AND OPEN COMPETITION,2017-09-25,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500201600116G_7530_GS35F0674T_4730/,2,2
9,CONT_AWD_HHSM500201700002C_7530_-NONE-_-NONE-,225261.0,2017,2017-02-01,2017-03-31,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",807899653,"NATIONAL GOVERNMENT SERVICES, INC.",FULL AND OPEN COMPETITION,2026-03-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500201700002C_7530_-NONE-_-NONE-/,1,2
10,CONT_AWD_HHSM500201700029G_7530_GS35F0674T_4730,779521.0,2017,2017-04-28,2018-04-30,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,807899653,"NATIONAL GOVERNMENT SERVICES, INC.",FULL AND OPEN COMPETITION,2022-04-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500201700029G_7530_GS35F0674T_4730/,1,2
11,CONT_AWD_75FCMC18F0001_7530_HHSM500201600004I_7530,3676581.0,2018,2017-12-14,2018-12-13,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,807899653,"NATIONAL GOVERNMENT SERVICES, INC.",FULL AND OPEN COMPETITION,2022-09-13,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75FCMC18F0001_7530_HHSM500201600004I_7530/,2,2
0,CONT_AWD_HHSN263201100794P_7529_-NONE-_-NONE-,13200.0,2011,2011-09-07,2011-09-07,R499,OTHER PROFESSIONAL SERVICES,608999520,"REI SYSTEMS, INC.",COMPETED UNDER SAP,2011-09-25,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSN263201100794P_7529_-NONE-_-NONE-/,1.0,3
1,CONT_AWD_HHSH25034008T_7526_HHSH250201200005I_7526,578737.69,2012,2012-09-28,2013-09-27,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2013-09-27,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034008T_7526_HHSH250201200005I_7526/,2.0,3
2,CONT_AWD_HHSH25034003T_7526_HHSH250201200005I_7526,150101.79,2012,2012-09-27,2013-09-27,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2013-09-27,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034003T_7526_HHSH250201200005I_7526/,2.0,3
3,CONT_AWD_HHSH25034002T_7526_HHSH250201200005I_7526,8872804.05,2012,2012-09-27,2013-09-16,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2013-09-16,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034002T_7526_HHSH250201200005I_7526/,2.0,3
4,CONT_AWD_HHSH25034012T_7526_HHSH250201200005I_7526,562704.02,2012,2012-09-28,2013-09-27,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2013-09-27,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034012T_7526_HHSH250201200005I_7526/,2.0,3
5,CONT_AWD_HHSH25044002_7526_HHSH250201100070B_7526,1023703.44,2012,2012-09-23,2013-09-23,D301,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2016-09-23,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25044002_7526_HHSH250201100070B_7526/,1.0,3
6,CONT_AWD_HHSH25034005T_7526_HHSH250201200005I_7526,425000.0,2012,2012-09-28,2013-09-27,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2013-09-27,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034005T_7526_HHSH250201200005I_7526/,2.0,3
7,CONT_AWD_HHSH25034006T_7526_HHSH250201200005I_7526,1599492.0,2012,2012-09-28,2013-09-27,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2013-09-27,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034006T_7526_HHSH250201200005I_7526/,2.0,3
8,CONT_AWD_HHSH25034009T_7526_HHSH250201200005I_7526,554178.71,2012,2012-09-28,2013-09-27,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2013-09-27,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034009T_7526_HHSH250201200005I_7526/,2.0,3
9,CONT_AWD_HHSH25034010T_7526_HHSH250201200005I_7526,12668000.03,2012,2012-09-28,2013-09-27,D301,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2013-09-27,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034010T_7526_HHSH250201200005I_7526/,2.0,3
10,CONT_AWD_HHSH250201200081G_7526_GS35F0623N_4730,1495134.11,2012,2012-09-24,2013-09-23,D320,IT AND TELECOM- ANNUAL HARDWARE MAINTENANCE SERVICE PLANS,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2016-09-23,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH250201200081G_7526_GS35F0623N_4730/,2.0,3
11,CONT_AWD_HHSH25034011T_7526_HHSH250201200005I_7526,1199595.6,2012,2012-09-28,2013-09-27,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2013-09-27,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034011T_7526_HHSH250201200005I_7526/,2.0,3
12,CONT_AWD_HHSH25034007T_7526_HHSH250201200005I_7526,1180789.27,2012,2012-09-28,2013-09-27,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2013-09-27,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034007T_7526_HHSH250201200005I_7526/,2.0,3
13,CONT_AWD_HHSH25034022T_7526_HHSH250201200005I_7526,121625.38,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034022T_7526_HHSH250201200005I_7526/,2.0,3
14,CONT_AWD_HHSH25034028T_7526_HHSH250201200005I_7526,416290.82,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034028T_7526_HHSH250201200005I_7526/,2.0,3
15,CONT_AWD_HHSH25034042T_7526_HHSH250201200005I_7526,139964.27,2013,2013-09-26,2014-09-26,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-26,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034042T_7526_HHSH250201200005I_7526/,2.0,3
16,CONT_AWD_HHSH25034023T_7526_HHSH250201200005I_7526,99977.38,2013,2013-09-26,2014-09-26,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-26,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034023T_7526_HHSH250201200005I_7526/,2.0,3
17,CONT_AWD_HHSH25034015T_7526_HHSH250201200005I_7526,411083.48,2013,2013-06-20,2013-09-30,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2013-09-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034015T_7526_HHSH250201200005I_7526/,2.0,3
18,CONT_AWD_HHSH25034041T_7526_HHSH250201200005I_7526,139964.41,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034041T_7526_HHSH250201200005I_7526/,2.0,3
19,CONT_AWD_HHSH25034013T_7526_HHSH250201200005I_7526,18433122.21,2013,2013-08-27,2014-08-27,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2017-08-27,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034013T_7526_HHSH250201200005I_7526/,2.0,3
20,CONT_AWD_HHSH25034025T_7526_HHSH250201200005I_7526,299684.49,2013,2013-09-26,2014-09-26,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-26,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034025T_7526_HHSH250201200005I_7526/,2.0,3
21,CONT_AWD_HHSH25034020T_7526_HHSH250201200005I_7526,199974.78,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034020T_7526_HHSH250201200005I_7526/,2.0,3
22,CONT_AWD_HHSH25034021T_7526_HHSH250201200005I_7526,349985.2,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034021T_7526_HHSH250201200005I_7526/,2.0,3
23,CONT_AWD_HHSH25034018T_7526_HHSH250201200005I_7526,249983.5,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034018T_7526_HHSH250201200005I_7526/,2.0,3
24,CONT_AWD_HHSH25034017T_7526_HHSH250201200005I_7526,1142476.2,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034017T_7526_HHSH250201200005I_7526/,2.0,3
25,CONT_AWD_HHSH25034026T_7526_HHSH250201200005I_7526,2861489.15,2013,2013-09-27,2014-09-26,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-26,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034026T_7526_HHSH250201200005I_7526/,2.0,3
26,CONT_AWD_HHSH25034027T_7526_HHSH250201200005I_7526,299953.81,2013,2013-09-21,2014-09-26,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-26,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034027T_7526_HHSH250201200005I_7526/,2.0,3
27,CONT_AWD_HHSH25034036T_7526_HHSH250201200005I_7526,119987.23,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034036T_7526_HHSH250201200005I_7526/,2.0,3
28,CONT_AWD_HHSH25034040T_7526_HHSH250201200005I_7526,189978.81,2013,2013-09-26,2014-09-26,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-26,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034040T_7526_HHSH250201200005I_7526/,2.0,3
29,CONT_AWD_HHSH25034039T_7526_HHSH250201200005I_7526,829794.7,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034039T_7526_HHSH250201200005I_7526/,2.0,3
30,CONT_AWD_HHSH25034038T_7526_HHSH250201200005I_7526,1199723.36,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034038T_7526_HHSH250201200005I_7526/,2.0,3
31,CONT_AWD_HHSH25044002_7526_HHSH250201000066B_7526,134075.02,2013,2013-08-15,2014-08-18,R699,SUPPORT- ADMINISTRATIVE: OTHER,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2016-08-18,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25044002_7526_HHSH250201000066B_7526/,4.0,3
32,CONT_AWD_HHSH25034035T_7526_HHSH250201200005I_7526,109933.58,2013,2013-09-27,2014-09-29,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034035T_7526_HHSH250201200005I_7526/,2.0,3
33,CONT_AWD_HHSH25034031T_7526_HHSH250201200005I_7526,234933.18,2013,2013-09-26,2014-09-26,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2014-09-26,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034031T_7526_HHSH250201200005I_7526/,2.0,3
34,CONT_AWD_HHSH25034014T_7526_HHSH250201200005I_7526,289498.64,2013,2013-06-27,2013-09-30,D308,IT AND TELECOM- PROGRAMMING,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2013-09-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034014T_7526_HHSH250201200005I_7526/,2.0,3
