,contract_award_unique_key,base_and_exercised_options_value,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,product_or_service_code,product_or_service_code_description,recipient_duns,recipient_name,extent_competed,period_of_performance_potential_end_date,solicitation_procedures,naics_code,naics_description,usaspending_permalink,number_of_offers_received,rank
3,CONT_AWD_AG31MED100001_12E3_AG31MEC090021_12E3,551602.25,2010,2009-10-13,2010-12-31,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2010-12-31,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100001_12E3_AG31MEC090021_12E3/,1,1
4,CONT_AWD_AG31MED100005_12E3_AG31MEC090021_12E3,1665049.29,2010,2009-10-16,2012-09-29,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-09-29,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100005_12E3_AG31MEC090021_12E3/,1,1
5,CONT_AWD_AG31MED090041_12E3_AG31MEC090027_12E3,740051.52,2009,2009-09-28,2010-03-31,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2010-03-31,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED090041_12E3_AG31MEC090027_12E3/,1,1
6,CONT_AWD_AG31MED100049_12E3_AG31MEC090021_12E3,308996.95,2010,2010-06-09,2011-03-15,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2011-03-15,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100049_12E3_AG31MEC090021_12E3/,1,1
7,CONT_AWD_AG31MED100087_12E3_AG31MEC090021_12E3,44456.35,2010,2010-09-15,2010-12-31,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2010-12-31,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100087_12E3_AG31MEC090021_12E3/,1,1
8,CONT_AWD_AG31MED100075_12E3_AG31MEC090021_12E3,94901.62,2010,2010-08-16,2011-04-02,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2011-04-02,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100075_12E3_AG31MEC090021_12E3/,1,1
9,CONT_AWD_AG31MED100052_12E3_AG31MEC100013_12E3,1399979.0,2010,2010-06-30,2011-05-12,D314,ADP ACQUISITION SUP SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2011-05-12,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100052_12E3_AG31MEC100013_12E3/,4,1
10,CONT_AWD_AG31MED100098_12E3_AG31MEC100013_12E3,2129841.7,2010,2010-09-24,2012-10-02,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-10-02,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100098_12E3_AG31MEC100013_12E3/,4,1
11,CONT_AWD_AG31MED100050_12E3_AG31MEC090021_12E3,51830.0,2010,2010-06-11,2010-10-15,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2010-10-15,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100050_12E3_AG31MEC090021_12E3/,1,1
12,CONT_AWD_AG31MED100058_12E3_AG31MEC100013_12E3,2482612.29,2010,2010-06-30,2012-09-10,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-09-10,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100058_12E3_AG31MEC100013_12E3/,4,1
13,CONT_AWD_AG31MED100057_12E3_AG31MEC100013_12E3,3200274.0,2010,2010-09-24,2015-05-09,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2015-05-09,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100057_12E3_AG31MEC100013_12E3/,4,1
14,CONT_AWD_AG31MED100059_12E3_AG31MEC100013_12E3,2934694.78,2010,2010-07-02,2012-08-10,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-08-10,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100059_12E3_AG31MEC100013_12E3/,4,1
15,CONT_AWD_AG31MED100054_12E3_AG31MEC090021_12E3,230998.72,2010,2010-06-23,2012-01-15,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-01-15,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100054_12E3_AG31MEC090021_12E3/,1,1
16,CONT_AWD_AG31MED100076_12E3_AG31MEC090021_12E3,349078.35,2010,2010-08-25,2011-03-10,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2011-03-10,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100076_12E3_AG31MEC090021_12E3/,1,1
17,CONT_AWD_AG31MED100061_12E3_AG31MEC090021_12E3,771867.79,2010,2010-07-14,2012-06-30,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-06-30,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100061_12E3_AG31MEC090021_12E3/,1,1
18,CONT_AWD_AG31MED100060_12E3_AG31MEC100013_12E3,1192646.14,2010,2010-08-13,2012-08-30,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-08-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100060_12E3_AG31MEC100013_12E3/,4,1
19,CONT_AWD_AG31MED100055_12E3_AG31MEC100013_12E3,998536.2,2010,2010-07-12,2011-07-20,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2011-07-20,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100055_12E3_AG31MEC100013_12E3/,4,1
20,CONT_AWD_AG31MED100056_12E3_AG31MEC100013_12E3,930960.2,2010,2010-09-24,2015-05-09,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2015-05-09,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100056_12E3_AG31MEC100013_12E3/,4,1
21,CONT_AWD_AG31MED100068_12E3_AG31MEC100013_12E3,794981.6,2010,2010-09-10,2012-03-14,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-03-14,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100068_12E3_AG31MEC100013_12E3/,4,1
22,CONT_AWD_AG31MED100038_12E3_AG31MEC090021_12E3,3230428.4,2010,2010-05-13,2012-01-31,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-01-31,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100038_12E3_AG31MEC090021_12E3/,1,1
23,CONT_AWD_AG31MED100085_12E3_AG31MEC090021_12E3,845540.5,2010,2010-09-10,2013-06-30,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2013-06-30,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100085_12E3_AG31MEC090021_12E3/,1,1
24,CONT_AWD_AG31MED100082_12E3_AG31MEC090021_12E3,295391.22,2010,2010-09-08,2012-02-28,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-02-28,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100082_12E3_AG31MEC090021_12E3/,1,1
25,CONT_AWD_AG31MED100039_12E3_AG31MEC090021_12E3,3100428.5,2010,2010-05-03,2011-10-31,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2011-10-31,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100039_12E3_AG31MEC090021_12E3/,1,1
26,CONT_AWD_AG31MED100083_12E3_AG31MEC100013_12E3,219960.47,2010,2010-09-08,2012-09-12,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-09-12,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED100083_12E3_AG31MEC100013_12E3/,4,1
27,CONT_AWD_AG31MED110048_12E3_AG31MEC090021_12E3,279974.61,2011,2011-09-30,2012-12-31,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-12-31,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED110048_12E3_AG31MEC090021_12E3/,1,1
28,CONT_AWD_AG31MED110008_12E3_AG31MEC100013_12E3,1102027.73,2011,2011-05-05,2012-05-12,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-05-12,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED110008_12E3_AG31MEC100013_12E3/,4,1
29,CONT_AWD_AG31MED110047_12E3_AG31MEC090021_12E3,408828.44,2011,2011-09-30,2012-09-29,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-09-29,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED110047_12E3_AG31MEC090021_12E3/,1,1
30,CONT_AWD_AG31MED110007_12E3_AG31MEC100013_12E3,973033.9,2011,2011-03-30,2012-03-30,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-03-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED110007_12E3_AG31MEC100013_12E3/,4,1
31,CONT_AWD_AG31MED120037_12E3_AG31MEC100013_12E3,399844.69,2012,2012-09-24,2013-09-27,AD26,R&D- DEFENSE OTHER: SERVICES (MANAGEMENT/SUPPORT),150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2013-09-27,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED120037_12E3_AG31MEC100013_12E3/,4,1
32,CONT_AWD_AG31MED120028_12E3_AG31MEC100013_12E3,59977.81,2012,2012-09-19,2013-03-31,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2013-03-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED120028_12E3_AG31MEC100013_12E3/,4,1
33,CONT_AWD_AG31MED120032_12E3_AG31MEC100013_12E3,692148.8,2012,2012-09-22,2013-04-30,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2013-04-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED120032_12E3_AG31MEC100013_12E3/,4,1
34,CONT_AWD_AG31MED120025_12E3_AG31MEC100013_12E3,1797930.15,2012,2012-09-01,2013-07-31,D314,IT AND TELECOM- SYSTEM ACQUISITION SUPPORT,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2013-07-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED120025_12E3_AG31MEC100013_12E3/,4,1
35,CONT_AWD_AG31MED120002_12E3_AG31MEC090021_12E3,2331683.58,2012,2012-01-25,2012-12-31,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-12-31,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED120002_12E3_AG31MEC090021_12E3/,1,1
36,CONT_AWD_AG31MED120029_12E3_AG31MEC100013_12E3,249935.4,2012,2012-09-19,2013-06-30,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2013-06-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED120029_12E3_AG31MEC100013_12E3/,4,1
37,CONT_AWD_AG31MED120036_12E3_AG31MEC100013_12E3,291843.47,2012,2012-09-24,2013-09-27,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2013-09-27,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED120036_12E3_AG31MEC100013_12E3/,4,1
38,CONT_AWD_AG31MED120004_12E3_AG31MEC100013_12E3,349759.4,2012,2012-02-07,2012-08-08,D314,IT AND TELECOM- SYSTEM ACQUISITION SUPPORT,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-08-08,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED120004_12E3_AG31MEC100013_12E3/,4,1
39,CONT_AWD_AG31MED120031_12E3_AG31MEC100013_12E3,63943.1,2012,2012-09-22,2013-01-15,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2013-01-15,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED120031_12E3_AG31MEC100013_12E3/,4,1
40,CONT_AWD_AG31MED120040_12E3_AG31MEC100013_12E3,604489.06,2012,2012-09-26,2013-09-28,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2013-09-28,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED120040_12E3_AG31MEC100013_12E3/,4,1
41,CONT_AWD_AG31MED120005_12E3_AG31MEC100013_12E3,249999.7,2012,2012-02-15,2013-02-14,D314,IT AND TELECOM- SYSTEM ACQUISITION SUPPORT,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2013-02-14,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED120005_12E3_AG31MEC100013_12E3/,4,1
42,CONT_AWD_AG31MED120033_12E3_AG31MEC100013_12E3,291843.47,2012,2012-09-24,2013-09-27,D314,IT AND TELECOM- SYSTEM ACQUISITION SUPPORT,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2013-09-27,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED120033_12E3_AG31MEC100013_12E3/,4,1
43,CONT_AWD_AG31MED120007_12E3_AG31MEC090021_12E3,149815.44,2012,2012-03-07,2012-09-30,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-09-30,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED120007_12E3_AG31MEC090021_12E3/,1,1
44,CONT_AWD_AG31MED120013_12E3_AG31MEC100013_12E3,5429258.82,2012,2012-05-21,2013-03-31,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2017-03-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED120013_12E3_AG31MEC100013_12E3/,4,1
45,CONT_AWD_AG31MED130051_12E3_AG31MEC100013_12E3,699801.0,2013,2013-09-10,2015-05-09,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2015-05-09,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED130051_12E3_AG31MEC100013_12E3/,4,1
46,CONT_AWD_AG31MED130055_12E3_AG31MEC100013_12E3,448906.6,2013,2013-09-16,2015-03-16,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2015-03-16,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED130055_12E3_AG31MEC100013_12E3/,4,1
47,CONT_AWD_AG31MED130040_12E3_AG31MEC100013_12E3,219875.65,2013,2013-08-27,2015-01-02,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2015-01-02,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED130040_12E3_AG31MEC100013_12E3/,4,1
48,CONT_AWD_AG31MED130027_12E3_AG31MEC100013_12E3,241885.56,2013,2013-07-29,2014-05-09,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2014-05-09,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED130027_12E3_AG31MEC100013_12E3/,4,1
49,CONT_AWD_AG31MED130048_12E3_AG31MEC100013_12E3,644876.25,2013,2013-09-10,2015-05-09,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2015-05-09,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED130048_12E3_AG31MEC100013_12E3/,4,1
50,CONT_AWD_AG31MED130046_12E3_AG31MEC100013_12E3,1499874.77,2013,2013-09-10,2015-05-09,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2015-05-09,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_AG31MED130046_12E3_AG31MEC100013_12E3/,4,1
