,contract_award_unique_key,base_and_exercised_options_value,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,product_or_service_code,product_or_service_code_description,recipient_duns,recipient_name,extent_competed,period_of_performance_potential_end_date,solicitation_procedures,naics_code,naics_description,usaspending_permalink,number_of_offers_received,rank
9,CONT_AWD_HSSCCG16J00091_7003_HSHQDC14DE2005_7001,1448119.98,2016,2016-09-23,2017-03-28,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2017-09-28,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSSCCG16J00091_7003_HSHQDC14DE2005_7001/,10,1
10,CONT_AWD_HSTS0316JCIO585_7013_HSHQDC14DE2005_7001,11260087.12,2016,2016-12-05,2017-09-29,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2020-09-26,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSTS0316JCIO585_7013_HSHQDC14DE2005_7001/,11,1
11,CONT_AWD_HSTS0216JOIA215_7013_HSTS0212DTTC221_7013,2491246.34,2016,2016-09-06,2017-01-05,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2017-01-05,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSTS0216JOIA215_7013_HSTS0212DTTC221_7013/,8,1
12,CONT_AWD_HSTS0217JOIA112_7013_HSTS0212DTTC221_7013,16836343.03,2017,2017-07-30,2018-01-29,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2018-07-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSTS0217JOIA112_7013_HSTS0212DTTC221_7013/,8,1
13,CONT_AWD_HSTS0216JOIA142_7013_HSTS0212DTTC221_7013,7735467.03,2016,2016-08-01,2017-01-31,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2017-01-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSTS0216JOIA142_7013_HSTS0212DTTC221_7013/,8,1
14,CONT_AWD_70T02018F2AOIA015_7013_HSHQDC14DE2005_7001,8537201.0,2018,2017-11-29,2018-11-28,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2021-09-25,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_70T02018F2AOIA015_7013_HSHQDC14DE2005_7001/,6,1
15,CONT_AWD_HSSCCG17J00089_7003_HSHQDC14DE2005_7001,10297377.82,2017,2017-08-02,2019-08-01,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2019-08-01,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSSCCG17J00089_7003_HSHQDC14DE2005_7001/,7,1
16,CONT_AWD_70SBUR18F00000183_7003_HSHQDC14DE2005_7001,8504508.1,2018,2018-09-18,2021-05-17,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2021-05-17,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_70SBUR18F00000183_7003_HSHQDC14DE2005_7001/,13,1
17,CONT_AWD_70SBUR18F00000049_7003_HSHQDC14DE2005_7001,2750109.0,2018,2018-01-22,2019-01-23,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2021-01-23,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_70SBUR18F00000049_7003_HSHQDC14DE2005_7001/,10,1
18,CONT_AWD_70B04C18F00001129_7014_GS00Q16AEA1000_4732,1789312.0,2018,2018-09-28,2019-09-27,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY,FULL AND OPEN COMPETITION,2019-09-27,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_70B04C18F00001129_7014_GS00Q16AEA1000_4732/,2,1
19,CONT_AWD_70SBUR18F00000123_7003_HSHQDC14DE2005_7001,71506.02,2018,2018-01-12,2018-01-23,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2018-01-23,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_70SBUR18F00000123_7003_HSHQDC14DE2005_7001/,1,1
20,CONT_AWD_70B04C19F00001112_7014_GS00Q16AEA1000_4732,1098910.47,2019,2019-09-25,2020-03-27,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",139727148,ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY,FULL AND OPEN COMPETITION,2020-09-27,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_70B04C19F00001112_7014_GS00Q16AEA1000_4732/,1,1
21,CONT_AWD_70T02018F2FOIA164_7013_HSHQDC14DE2005_7001,17049520.82,2018,2018-07-30,2019-04-30,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2019-10-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_70T02018F2FOIA164_7013_HSHQDC14DE2005_7001/,1,1
0,CONT_AWD_HSCEMS09J00025_7001_HSHQDC06D00023_7001,6371922.24,2009,2009-09-28,2011-09-22,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,COMPETITIVE DELIVERY ORDER,2013-09-22,NEGOTIATED PROPOSAL/QUOTE,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSCEMS09J00025_7001_HSHQDC06D00023_7001/,3.0,2
1,CONT_AWD_HSTS0309CCIO610_7013_-NONE-_-NONE-,45488970.14,2009,2009-07-01,2010-02-28,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,NOT COMPETED,2010-02-28,ONLY ONE SOURCE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSTS0309CCIO610_7013_-NONE-_-NONE-/,1.0,2
2,CONT_AWD_HSBP1010J00730_7014_HSHQDC06D00023_7001,29244626.0,2010,2010-09-30,2011-06-27,D302,ADP SYSTEMS DEVELOPMENT SERVICES,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2015-06-27,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1010J00730_7014_HSHQDC06D00023_7001/,1.0,2
3,CONT_AWD_HSSCCG10J00347_7003_HSHQDC06D00023_7001,2063797.2,2010,2010-09-20,2013-06-27,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2013-06-27,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSSCCG10J00347_7003_HSHQDC06D00023_7001/,1.0,2
4,CONT_AWD_HSTS0311CCIO050_7013_-NONE-_-NONE-,70904.42,2011,2011-01-31,2013-01-31,7035,ADP SUPPORT EQUIPMENT,150780674,UNISYS CORPORATION,NOT COMPETED,2013-01-31,ONLY ONE SOURCE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSTS0311CCIO050_7013_-NONE-_-NONE-/,1.0,2
5,CONT_AWD_HSBP1010J00108_7014_HSHQDC06D00023_7001,252314.7,2010,2009-12-01,2010-05-03,5810,COMM SECURITY EQ & COMPS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2013-01-16,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1010J00108_7014_HSHQDC06D00023_7001/,1.0,2
6,CONT_AWD_HSFEHQ11J0671_7022_HSFEHQ09D0482_7022,727696.0,2011,2011-05-17,2012-05-16,D316,TELECOMMUNICATION NETWORK MGMT SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2012-11-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSFEHQ11J0671_7022_HSFEHQ09D0482_7022/,2.0,2
7,CONT_AWD_HSFEHQ12J0070_7022_HSFEHQ09D0482_7022,345987.6,2012,2011-12-08,2012-12-07,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2014-12-07,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSFEHQ12J0070_7022_HSFEHQ09D0482_7022/,1.0,2
8,CONT_AWD_HSBP1011J00735_7014_HSHQDC06D00023_7001,45862244.35,2011,2011-09-29,2012-09-28,D307,AUTOMATED INFORMATION SYSTEM SVCS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2013-03-28,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1011J00735_7014_HSHQDC06D00023_7001/,1.0,2
9,CONT_AWD_HSTS0313PCIO465_7013_-NONE-_-NONE-,75000.0,2013,2012-11-16,2014-01-31,7030,ADP SOFTWARE,150780674,UNISYS CORPORATION,NOT COMPETED,2014-01-31,ONLY ONE SOURCE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSTS0313PCIO465_7013_-NONE-_-NONE-/,1.0,2
10,CONT_AWD_HSBP1013F00065_7014_HSHQDC06D00023_7001,570922.43,2013,2013-04-01,2013-05-31,R702,SUPPORT- MANAGEMENT: DATA COLLECTION,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2013-05-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1013F00065_7014_HSHQDC06D00023_7001/,1.0,2
11,CONT_AWD_HSBP1012F00316_7014_GS00Q09BGD0060_4735,95936043.39,2012,2012-09-15,2013-09-14,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2017-09-14,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1012F00316_7014_GS00Q09BGD0060_4735/,1.0,2
12,CONT_AWD_HSCG3212JR00017_7008_HSHQDC06D00023_7001,680146.4,2012,2012-10-01,2013-09-30,R699,SUPPORT- ADMINISTRATIVE: OTHER,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2013-09-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSCG3212JR00017_7008_HSHQDC06D00023_7001/,1.0,2
13,CONT_AWD_HSBP1013J00333_7014_HSBP1013D00021_7014,100000.0,2013,2013-07-19,2013-12-18,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2013-12-18,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1013J00333_7014_HSBP1013D00021_7014/,5.0,2
14,CONT_AWD_HSBP1014J00567_7014_HSBP1013D00021_7014,57329871.7,2014,2014-09-05,2015-09-04,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2015-09-04,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1014J00567_7014_HSBP1013D00021_7014/,5.0,2
15,CONT_AWD_HSHQDC14J00239_7001_HSHQDC14DE2013_7001,250.0,2014,2014-05-29,2014-09-26,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2014-09-26,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSHQDC14J00239_7001_HSHQDC14DE2013_7001/,79.0,2
16,CONT_AWD_HSCG3214PP00449_7008_-NONE-_-NONE-,29120.0,2014,2014-10-01,2014-10-15,D301,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,150780674,UNISYS CORPORATION,NOT COMPETED,2014-10-15,ONLY ONE SOURCE,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSCG3214PP00449_7008_-NONE-_-NONE-/,1.0,2
17,CONT_AWD_HSBP1015J01031_7014_HSBP1013D00021_7014,82416077.19,2015,2015-09-28,2016-09-27,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2016-09-27,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1015J01031_7014_HSBP1013D00021_7014/,5.0,2
18,CONT_AWD_HSBP1016J00792_7014_HSHQDC14DE2013_7001,19555984.68,2016,2016-09-30,2017-09-29,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2021-09-29,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1016J00792_7014_HSHQDC14DE2013_7001/,2.0,2
19,CONT_AWD_HSBP1015J00788_7014_HSHQDC14DE2013_7001,29782993.81,2015,2015-09-26,2016-09-25,D306,IT AND TELECOM- SYSTEMS ANALYSIS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2016-09-25,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1015J00788_7014_HSHQDC14DE2013_7001/,1.0,2
20,CONT_AWD_HSFE3015J0188_7022_HSFE3015D0003_7022,1353729.91,2015,2015-06-30,2015-12-14,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2017-12-14,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSFE3015J0188_7022_HSFE3015D0003_7022/,1.0,2
21,CONT_AWD_HSBP1015J00496_7014_HSBP1013D00021_7014,291145.36,2015,2015-07-01,2015-12-31,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2015-12-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1015J00496_7014_HSBP1013D00021_7014/,5.0,2
22,CONT_AWD_HSBP1015J00838_7014_HSHQDC14DE2013_7001,120930.57,2015,2015-09-17,2016-01-16,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2016-01-16,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1015J00838_7014_HSHQDC14DE2013_7001/,1.0,2
23,CONT_AWD_HSBP1016J00902_7014_HSBP1013D00021_7014,104512481.32,2016,2016-09-30,2017-09-29,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2017-09-29,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1016J00902_7014_HSBP1013D00021_7014/,5.0,2
24,CONT_AWD_HSBP1016J00754_7014_HSHQDC14DE2013_7001,13948882.57,2016,2016-09-26,2017-03-25,D306,IT AND TELECOM- SYSTEMS ANALYSIS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2017-10-25,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1016J00754_7014_HSHQDC14DE2013_7001/,1.0,2
25,CONT_AWD_HSBP1017J00044_7014_HSBP1013D00021_7014,938294.0,2017,2017-01-01,2017-12-31,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2019-12-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1017J00044_7014_HSBP1013D00021_7014/,5.0,2
26,CONT_AWD_70B04C18F00000826_7014_HSBP1013D00021_7014,5983606.68,2018,2018-08-31,2019-09-30,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2019-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_70B04C18F00000826_7014_HSBP1013D00021_7014/,,2
27,CONT_AWD_HSBP1017J00757_7014_HSBP1013D00021_7014,85257161.15,2017,2017-09-29,2018-09-28,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2018-09-28,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1017J00757_7014_HSBP1013D00021_7014/,5.0,2
28,CONT_AWD_HSBP1017J00652_7014_HSHQDC14DE2013_7001,151784130.98,2017,2017-09-15,2018-09-14,D306,IT AND TELECOM- SYSTEMS ANALYSIS,150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2018-09-14,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1017J00652_7014_HSHQDC14DE2013_7001/,1.0,2
29,CONT_AWD_70B04C18F00000071_7014_GS00Q09BGD0060_4735,10950809.26,2018,2018-03-14,2018-09-13,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",150780674,UNISYS CORPORATION,FULL AND OPEN COMPETITION,2023-09-13,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_70B04C18F00000071_7014_GS00Q09BGD0060_4735/,4.0,2
