,contract_award_unique_key,base_and_exercised_options_value,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,product_or_service_code,product_or_service_code_description,recipient_duns,recipient_name,extent_competed,period_of_performance_potential_end_date,solicitation_procedures,naics_code,naics_description,usaspending_permalink,number_of_offers_received,rank
2,CONT_AWD_GSP0009CY0182_4740_GS35F4674H_4730,345000.0,2009,2009-09-09,2009-10-01,D308,PROGRAMMING SERVICES,613194799,"QINETIQ NORTH AMERICA, INC.",COMPETITIVE DELIVERY ORDER,2014-09-30,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSP0009CY0182_4740_GS35F4674H_4730/,3,3
3,CONT_AWD_GSP0010CY5092_4740_GS00P08CYA0021_4740,67043.0,2010,2010-10-01,2010-10-01,D306,ADP SYSTEMS ANALYSIS SERVICES,613194799,"QINETIQ NORTH AMERICA, INC.",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSP0010CY5092_4740_GS00P08CYA0021_4740/,0,3
4,CONT_AWD_GSP0011CY5004_4740_GS00P08CYA0021_4740,40106.58,2011,2010-10-01,2011-09-30,7030,ADP SOFTWARE,613194799,"QINETIQ NORTH AMERICA, INC.",FULL AND OPEN COMPETITION,,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSP0011CY5004_4740_GS00P08CYA0021_4740/,0,3
5,CONT_AWD_GSP0011CY5016_4740_GS00P08CYA0021_4740,491279.0,2011,2010-10-01,2011-09-30,7030,ADP SOFTWARE,613194799,"QINETIQ NORTH AMERICA, INC.",FULL AND OPEN COMPETITION,,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSP0011CY5016_4740_GS00P08CYA0021_4740/,0,3
0,CONT_AWD_GS001GS114_4735_GS35F0210J_4730,29368917.17,2009,2009-09-30,2010-09-30,D313,COMPUTER AIDED DESGN/MFG SVCS,014125442,"TECHFLOW, INC",COMPETITIVE DELIVERY ORDER,2010-09-30,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GS001GS114_4735_GS35F0210J_4730/,1,4
1,CONT_AWD_GSGPNBSGS140_4730_GS35F0210J_4730,9398975.0,2009,2009-01-28,2009-09-30,D301,ADP FACILITY MANAGEMENT,014125442,"TECHFLOW, INC",COMPETITIVE DELIVERY ORDER,2009-09-30,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSGPNBSGS140_4730_GS35F0210J_4730/,999,4
0,CONT_AWD_GST0309DS8020_4735_GS35F0306J_4730,1333097.0,2009,2008-12-09,2009-12-20,D302,ADP SYSTEMS DEVELOPMENT SERVICES,006928857,BOOZ ALLEN HAMILTON INC,,2011-12-20,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0309DS8020_4735_GS35F0306J_4730/,1,5
1,CONT_AWD_GST0009AJM093_4735_GS00T99ALD0202_4735,14262200.0,2009,2009-06-29,2014-06-29,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,006928857,BOOZ ALLEN HAMILTON INC,COMPETITIVE DELIVERY ORDER,2014-06-29,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0009AJM093_4735_GS00T99ALD0202_4735/,1,5
2,CONT_AWD_GST1109BJ6082_4735_GS00Q09BGD0019_4735,952380.95,2010,2009-10-19,2010-09-30,D308,PROGRAMMING SERVICES,006928857,BOOZ ALLEN HAMILTON INC.,NON-COMPETITIVE DELIVERY ORDER,2010-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST1109BJ6082_4735_GS00Q09BGD0019_4735/,8,5
3,CONT_AWD_GST0409DB0063_4735_GS09K99BHD0002_4735,7813544.79,2009,2009-04-27,2010-04-30,D307,AUTOMATED INFORMATION SYSTEM SVCS,006928857,BOOZ ALLEN HAMILTON INC,,2011-04-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0409DB0063_4735_GS09K99BHD0002_4735/,2,5
0,CONT_AWD_47QFWA18C0008_4732_-NONE-_-NONE-,4055041.12,2018,2018-09-30,2019-09-29,R499,SUPPORT- PROFESSIONAL: OTHER,130788826,"L3 TECHNOLOGIES, INC.",FULL AND OPEN COMPETITION,2023-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_47QFWA18C0008_4732_-NONE-_-NONE-/,2,6
0,CONT_AWD_GST0010AJ0028_4735_W91QUZ07D0005_9700,23182004.0,2010,2010-02-01,2010-10-31,D308,PROGRAMMING SERVICES,064677243,NORTHROP GRUMMAN INFORMATION TECHNOLOGY INCORPORATED (6773),FULL AND OPEN COMPETITION,2010-10-31,NEGOTIATED PROPOSAL/QUOTE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0010AJ0028_4735_W91QUZ07D0005_9700/,16,7
0,CONT_AWD_GST0409DE0080_4735_GS35F0120K_4730,4854368.93,2009,2009-10-01,2010-09-30,U012,INFORMATION TRAINING,147268023,WESTAR AEROSPACE AND DEFENSE GROUP INCORPORATED (1356),,2010-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0409DE0080_4735_GS35F0120K_4730/,1,8
0,CONT_AWD_GST0709BG0020_4735_GS35F4460G_4730,2088.76,2009,2008-12-17,2009-01-28,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-01-28,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0020_4735_GS35F4460G_4730/,1,9
1,CONT_AWD_GST0709BG0064_4735_GS35F4460G_4730,1979.0,2009,2009-03-27,2009-05-30,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-05-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0064_4735_GS35F4460G_4730/,1,9
2,CONT_AWD_GST0709BG0061_4735_GS35F4460G_4730,49125.0,2009,2009-03-19,2009-05-15,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-05-15,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0061_4735_GS35F4460G_4730/,1,9
3,CONT_AWD_GST0709BG0072_4735_GS35F4460G_4730,14837.12,2009,2009-04-03,2009-04-30,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-04-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0072_4735_GS35F4460G_4730/,1,9
4,CONT_AWD_GST0709BG0048_4735_GS35F4460G_4730,1093.0,2009,2009-02-27,2009-04-30,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-04-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0048_4735_GS35F4460G_4730/,1,9
5,CONT_AWD_GST0709BG0052_4735_GS35F4460G_4730,1310.0,2009,2009-03-04,2009-04-30,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-04-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0052_4735_GS35F4460G_4730/,1,9
6,CONT_AWD_GST1109BJ8025_4735_GS00Q09BGD0012_4735,8912886.0,2009,2009-09-17,2010-09-16,D308,PROGRAMMING SERVICES,116207978,"APPTIS, INC.",COMPETITIVE DELIVERY ORDER,2012-09-16,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST1109BJ8025_4735_GS00Q09BGD0012_4735/,6,9
7,CONT_AWD_GST0709BG0055_4735_GS35F4460G_4730,15661.8,2009,2009-03-16,2009-04-30,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-04-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0055_4735_GS35F4460G_4730/,1,9
8,CONT_AWD_GST0709BG0078_4735_GS35F4460G_4730,109950.0,2009,2009-05-11,2009-06-30,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-06-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0078_4735_GS35F4460G_4730/,1,9
9,CONT_AWD_GST0709BG00567_4735_GS35F4460G_4730,1310.0,2009,2009-03-16,2009-05-15,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-05-15,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG00567_4735_GS35F4460G_4730/,1,9
10,CONT_AWD_GST0709BG01000_4735_GS35F4460G_4730,1469.0,2009,2009-08-26,2009-09-30,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG01000_4735_GS35F4460G_4730/,1,9
11,CONT_AWD_GST0709BG0039_4735_NNG07DA39B_8000,402171.85,2009,2009-02-02,2009-03-03,D301,ADP FACILITY MANAGEMENT,116207978,APPTIS INC,,2009-03-03,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0039_4735_NNG07DA39B_8000/,1,9
12,CONT_AWD_GST0709BG0075_4735_GS35F4460G_4730,20191.0,2009,2009-04-29,2009-06-15,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-06-15,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0075_4735_GS35F4460G_4730/,1,9
13,CONT_AWD_GST0709BG0079_4735_GS35F4460G_4730,6372.0,2009,2009-05-11,2009-06-30,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-06-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0079_4735_GS35F4460G_4730/,1,9
14,CONT_AWD_GST0709BG0058_4735_GS35F4460G_4730,1310.0,2009,2009-03-16,2009-05-15,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-05-15,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0058_4735_GS35F4460G_4730/,1,9
15,CONT_AWD_GST0709BG0060_4735_GS35F4460G_4730,3358.0,2009,2009-03-19,2009-05-15,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-05-15,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0060_4735_GS35F4460G_4730/,1,9
16,CONT_AWD_GST0709BG0056_4735_GS35F4460G_4730,1322.0,2009,2009-03-16,2009-04-30,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-04-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0056_4735_GS35F4460G_4730/,1,9
17,CONT_AWD_GST0709BG0032_4735_GS35F4460G_4730,327.0,2009,2009-01-09,2009-02-27,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-02-27,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0032_4735_GS35F4460G_4730/,1,9
18,CONT_AWD_GST0709BG0076_4735_GS35F4460G_4730,2173.0,2009,2009-04-29,2009-05-30,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-05-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0076_4735_GS35F4460G_4730/,1,9
19,CONT_AWD_GST0709BG0089_4735_GS35F4460G_4730,3390.0,2009,2009-06-22,2009-07-31,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-07-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0089_4735_GS35F4460G_4730/,1,9
20,CONT_AWD_GST0709BG0054_4735_GS35F4460G_4730,1423.8,2009,2009-03-10,2009-04-30,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-04-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0054_4735_GS35F4460G_4730/,1,9
21,CONT_AWD_GST0708BG0053_4735_GS35F4460G_4730,3744.0,2009,2009-03-06,2009-04-30,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-04-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0708BG0053_4735_GS35F4460G_4730/,1,9
22,CONT_AWD_GS09Q09DN0028_4735_GS35F4460G_4730,104049.56,2009,2009-07-16,2009-11-30,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,116207978,"APPTIS, INC.",NON-COMPETITIVE DELIVERY ORDER,2009-11-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GS09Q09DN0028_4735_GS35F4460G_4730/,1,9
23,CONT_AWD_GST0709BG0077_4735_GS35F4460G_4730,301.0,2009,2009-04-30,2009-06-15,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-06-15,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0077_4735_GS35F4460G_4730/,1,9
24,CONT_AWD_GST0709BG0086_4735_GS35F4460G_4730,3500.0,2009,2009-05-29,2009-07-15,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-07-15,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0086_4735_GS35F4460G_4730/,1,9
25,CONT_AWD_GST0709BG0080_4735_GS35F4460G_4730,4068.0,2009,2009-05-14,2009-06-30,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-06-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0080_4735_GS35F4460G_4730/,1,9
26,CONT_AWD_GST0709BG0068_4735_GS35F4460G_4730,301.0,2009,2009-04-02,2009-05-30,7035,ADP SUPPORT EQUIPMENT,116207978,"APPTIS, INC.",,2009-05-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0709BG0068_4735_GS35F4460G_4730/,1,9
0,CONT_AWD_GST1109BJ8020_4735_GS00Q09BGD0035_4735,5272615.0,2009,2009-08-18,2010-08-18,D302,ADP SYSTEMS DEVELOPMENT SERVICES,092518794,ITS CORPORATION,COMPETITIVE DELIVERY ORDER,2014-08-18,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST1109BJ8020_4735_GS00Q09BGD0035_4735/,6,10
0,CONT_AWD_GS40T12SJA0003_4732_W91QUZ06A0003_9700,1098083.45,2012,2012-05-31,2013-05-31,7030,ADP SOFTWARE,013358002,"MYTHICS, INC",FULL AND OPEN COMPETITION,2016-05-31,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GS40T12SJA0003_4732_W91QUZ06A0003_9700/,2,11
1,CONT_AWD_GST4013SJ0133_4732_W91QUZ06A0003_9700,11998392.34,2013,2013-09-30,2014-09-29,7030,ADP SOFTWARE,013358002,"MYTHICS, INC",FULL AND OPEN COMPETITION,2016-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST4013SJ0133_4732_W91QUZ06A0003_9700/,2,11
0,CONT_AWD_47QFWA18C0003_4732_-NONE-_-NONE-,4771767.3,2018,2018-09-17,2019-09-16,R412,SUPPORT- PROFESSIONAL: SIMULATION,079143875,QUANTADYN TECHNICAL SERVICES CORPORATION,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2023-09-16,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_47QFWA18C0003_4732_-NONE-_-NONE-/,2,12
0,CONT_AWD_GSB0009PD0042_4745_GS35F4797H_4730,23460.0,2009,2008-10-01,2009-09-30,D303,ADP DATA ENTRY SERVICES,145969783,CGI FEDERAL INCORPORATED,,2009-09-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSB0009PD0042_4745_GS35F4797H_4730/,1,13
1,CONT_AWD_GS00V09PDC0110_4745_GS35F4797H_4730,1075996.0,2009,2008-10-07,2009-10-06,D311,ADP DATA CONVERSION SERVICES,145969783,CGI FEDERAL INCORPORATED,,2009-10-06,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GS00V09PDC0110_4745_GS35F4797H_4730/,3,13
2,CONT_AWD_GS00V09PDC0093_4745_GS35F4797H_4730,13840168.0,2009,2009-03-31,2012-03-30,D302,ADP SYSTEMS DEVELOPMENT SERVICES,145969783,CGI FEDERAL INCORPORATED,COMPETITIVE DELIVERY ORDER,2014-03-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GS00V09PDC0093_4745_GS35F4797H_4730/,1,13
3,CONT_AWD_GSI0009AA0556_4745_GS35F4797H_4730,3008899.0,2010,2009-10-01,2010-09-30,D302,ADP SYSTEMS DEVELOPMENT SERVICES,145969783,CGI FEDERAL INCORPORATED,COMPETITIVE DELIVERY ORDER,2014-09-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSI0009AA0556_4745_GS35F4797H_4730/,1,13
4,CONT_AWD_GS00V09PDC0220_4745_GS35F4797H_4730,3645120.0,2009,2009-05-01,2009-09-30,R421,TECHNICAL ASSISTANCE,145969783,CGI FEDERAL INCORPORATED,COMPETITIVE DELIVERY ORDER,2014-04-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GS00V09PDC0220_4745_GS35F4797H_4730/,1,13
