,contract_award_unique_key,base_and_exercised_options_value,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,product_or_service_code,product_or_service_code_description,recipient_duns,recipient_name,extent_competed,period_of_performance_potential_end_date,solicitation_procedures,naics_code,naics_description,usaspending_permalink,number_of_offers_received,rank
4,CONT_AWD_HSCETC09C00004_7012_-NONE-_-NONE-,449430.0,2009,2009-09-18,2010-09-17,D302,ADP SYSTEMS DEVELOPMENT SERVICES,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,NOT COMPETED,2010-09-29,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSCETC09C00004_7012_-NONE-_-NONE-/,1.0,5
5,CONT_AWD_HSCETC09C00005_7012_-NONE-_-NONE-,306344.0,2009,2009-09-18,2010-09-17,D307,AUTOMATED INFORMATION SYSTEM SVCS,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,NOT COMPETED,2010-09-17,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSCETC09C00005_7012_-NONE-_-NONE-/,1.0,5
6,CONT_AWD_HSFEMW10J0011_7022_HSBP1009D02335_7014,0.0,2010,2009-11-16,2010-05-15,D307,AUTOMATED INFORMATION SYSTEM SVCS,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,NOT COMPETED,2010-05-15,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSFEMW10J0011_7022_HSBP1009D02335_7014/,1.0,5
7,CONT_AWD_HSCG7910JPTD010_7008_HSBP1009D02335_7014,498416.69,2010,2009-11-24,2009-12-25,R499,OTHER PROFESSIONAL SERVICES,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,NOT COMPETED,2009-12-25,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSCG7910JPTD010_7008_HSBP1009D02335_7014/,1.0,5
8,CONT_AWD_HSBP1009J28679_7014_HSBP1009D02335_7014,518535.0,2009,2009-09-30,2010-09-29,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,,2010-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1009J28679_7014_HSBP1009D02335_7014/,1.0,5
9,CONT_AWD_HSBP1009J26306_7014_HSBP1008D01873_7014,687280.0,2009,2009-05-01,2010-04-30,7030,ADP SOFTWARE,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,,2010-04-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1009J26306_7014_HSBP1008D01873_7014/,1.0,5
10,CONT_AWD_HSBP1009J25832_7014_HSBP1008D01873_7014,1540313.6,2009,2009-03-31,2009-05-13,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,,2009-05-13,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1009J25832_7014_HSBP1008D01873_7014/,1.0,5
11,CONT_AWD_HSBP1010J28957_7014_HSBP1009D02335_7014,275672.0,2010,2009-10-19,2009-10-31,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,NOT COMPETED,2009-10-31,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1010J28957_7014_HSBP1009D02335_7014/,1.0,5
12,CONT_AWD_HSBP1009J25120_7014_HSBP1008D01873_7014,10318767.5,2009,2009-02-03,2009-09-03,R425,ENGINEERING AND TECHNICAL SERVICES,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,,2009-09-03,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1009J25120_7014_HSBP1008D01873_7014/,1.0,5
13,CONT_AWD_HSBP1009J26565_7014_HSBP1008D01873_7014,985566.4,2009,2009-05-21,2009-06-30,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,,2009-06-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1009J26565_7014_HSBP1008D01873_7014/,1.0,5
14,CONT_AWD_HSBP1010J28959_7014_HSBP1009D02335_7014,550744.0,2010,2009-10-19,2010-10-18,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,NOT COMPETED,2010-10-18,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1010J28959_7014_HSBP1009D02335_7014/,1.0,5
15,CONT_AWD_HSCG2309JTA2103_7008_HSBP1008D01873_7014,1098864.0,2009,2009-03-19,2010-03-19,AD26,SERVICES (MANAGEMENT/SUPPORT),081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,NOT AVAILABLE FOR COMPETITION,2010-03-19,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSCG2309JTA2103_7008_HSBP1008D01873_7014/,1.0,5
16,CONT_AWD_HSBP1010J28961_7014_HSBP1009D02335_7014,1573074.0,2010,2009-10-19,2009-12-22,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,NOT COMPETED,2009-12-22,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSBP1010J28961_7014_HSBP1009D02335_7014/,1.0,5
17,CONT_AWD_HSCETC09F00010_7012_HSBP1008D01873_7014,114449.0,2009,2009-09-30,2010-09-29,R421,TECHNICAL ASSISTANCE,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,,2010-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSCETC09F00010_7012_HSBP1008D01873_7014/,1.0,5
18,CONT_AWD_HSCGG310JPWV425_7008_HSBP1009D02335_7014,78464.0,2010,2010-09-20,2010-12-31,D302,ADP SYSTEMS DEVELOPMENT SERVICES,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,NOT COMPETED,2010-12-31,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSCGG310JPWV425_7008_HSBP1009D02335_7014/,1.0,5
19,CONT_AWD_HSSS0110J0166_7009_HSBP1009D02335_7014,87212.0,2010,2010-09-07,2011-03-15,R414,SYSTEMS ENGINEERING SERVICES,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,NOT COMPETED,2011-03-15,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSSS0110J0166_7009_HSBP1009D02335_7014/,1.0,5
20,CONT_AWD_HSHQDC10J00159_7001_HSBP1009D02335_7014,398796.0,2010,2010-03-23,2011-03-22,R499,OTHER PROFESSIONAL SERVICES,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,NOT COMPETED,2011-03-22,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSHQDC10J00159_7001_HSBP1009D02335_7014/,1.0,5
21,CONT_AWD_HSSCCG10J00040_7003_HSBP1009D02335_7014,4208156.0,2010,2010-01-25,2012-01-24,R499,OTHER PROFESSIONAL SERVICES,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,NOT COMPETED,2012-01-24,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSSCCG10J00040_7003_HSBP1009D02335_7014/,1.0,5
22,CONT_AWD_HSSS0110J0321_7009_HSBP1009D02335_7014,374242.0,2010,2010-09-29,2011-09-29,J070,MAINT-REP OF ADP EQ & SUPPLIES,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,NOT COMPETED,2011-09-29,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSSS0110J0321_7009_HSBP1009D02335_7014/,1.0,5
23,CONT_AWD_HSCGG810JRXN409_7008_HSBP1009D02335_7014,65700.0,2010,2010-03-19,2010-04-18,7010,ADPE SYSTEM CONFIGURATION,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,NOT COMPETED,2010-04-18,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSCGG810JRXN409_7008_HSBP1009D02335_7014/,1.0,5
24,CONT_AWD_HSTS0310JCIO085_7013_HSBP1009D02335_7014,999475.0,2010,2010-05-25,2013-05-31,R499,OTHER PROFESSIONAL SERVICES,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,NOT COMPETED,2013-05-31,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSTS0310JCIO085_7013_HSBP1009D02335_7014/,1.0,5
25,CONT_AWD_HSCG4411JPCZ021_7008_HSBP1009D02335_7014,99120.0,2011,2010-12-01,2011-11-28,AD25,SERVICES (OPERATIONAL),081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,NOT COMPETED,2011-11-28,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSCG4411JPCZ021_7008_HSBP1009D02335_7014/,1.0,5
26,CONT_AWD_HSCG7910JPTD087_7008_HSBP1009D02335_7014,1499805.0,2010,2010-08-20,2011-08-22,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,081466849,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,NOT COMPETED,2011-08-24,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HSCG7910JPTD087_7008_HSBP1009D02335_7014/,1.0,5
