,contract_award_unique_key,base_and_exercised_options_value,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,product_or_service_code,product_or_service_code_description,recipient_duns,recipient_name,extent_competed,period_of_performance_potential_end_date,solicitation_procedures,naics_code,naics_description,usaspending_permalink,number_of_offers_received,rank
10,CONT_AWD_TIRNO11D000410005_2050_TIRNO11D00041_2050,800000.0,2012,2012-01-24,2012-08-31,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2012-08-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410005_2050_TIRNO11D00041_2050/,4.0,0
11,CONT_AWD_TIRNO12Z000030001_2050_GS35F0371N_4730,244620.0,2012,2011-12-21,2012-12-20,R699,SUPPORT- ADMINISTRATIVE: OTHER,139727148,ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY,FULL AND OPEN COMPETITION,2012-12-20,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO12Z000030001_2050_GS35F0371N_4730/,1.0,0
12,CONT_AWD_TIRNO12Z000030006_2050_GS35F0371N_4730,387941.0,2012,2012-09-28,2013-04-30,U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,139727148,ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY,FULL AND OPEN COMPETITION,2013-04-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO12Z000030006_2050_GS35F0371N_4730/,1.0,0
13,CONT_AWD_TIRNO12Z000030002_2050_GS35F0371N_4730,459599.0,2012,2012-04-09,2012-05-18,R699,SUPPORT- ADMINISTRATIVE: OTHER,139727148,ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY,FULL AND OPEN COMPETITION,2013-04-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO12Z000030002_2050_GS35F0371N_4730/,1.0,0
14,CONT_AWD_TIRNO11D000410011_2050_TIRNO11D00041_2050,509000.0,2013,2012-12-05,2013-09-30,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2015-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410011_2050_TIRNO11D00041_2050/,4.0,0
15,CONT_AWD_TIRNO12Z000030005_2050_GS35F0371N_4730,306723.0,2012,2012-09-28,2013-04-30,R604,SUPPORT- ADMINISTRATIVE: MAILING/DISTRIBUTION,139727148,ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY,FULL AND OPEN COMPETITION,2013-04-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO12Z000030005_2050_GS35F0371N_4730/,1.0,0
16,CONT_AWD_TIRNO11D000410010_2050_TIRNO11D00041_2050,39861154.47,2013,2012-12-04,2013-08-31,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2013-08-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410010_2050_TIRNO11D00041_2050/,4.0,0
17,CONT_AWD_TIRNO12Z000030007_2050_GS35F0371N_4730,551264.48,2013,2012-12-28,2013-04-30,R799,SUPPORT- MANAGEMENT: OTHER,139727148,ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY,FULL AND OPEN COMPETITION,2013-04-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO12Z000030007_2050_GS35F0371N_4730/,1.0,0
18,CONT_AWD_TIRNO12Z000030008_2050_GS35F0371N_4730,1809800.0,2013,2013-05-02,2014-04-30,R799,SUPPORT- MANAGEMENT: OTHER,139727148,ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY,FULL AND OPEN COMPETITION,2014-04-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO12Z000030008_2050_GS35F0371N_4730/,1.0,0
19,CONT_AWD_TIRNO12Z000030009_2050_GS35F0371N_4730,652705.7,2014,2014-06-05,2015-04-30,R699,SUPPORT- ADMINISTRATIVE: OTHER,139727148,ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY,FULL AND OPEN COMPETITION,2015-04-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO12Z000030009_2050_GS35F0371N_4730/,1.0,0
20,CONT_AWD_TIRNO11D000410017_2050_TIRNO11D00041_2050,12482166.0,2014,2014-04-03,2015-02-28,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2015-02-28,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410017_2050_TIRNO11D00041_2050/,4.0,0
21,CONT_AWD_TIRNO11D000410012_2050_TIRNO11D00041_2050,1410451.28,2014,2014-03-01,2014-09-30,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2016-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410012_2050_TIRNO11D00041_2050/,4.0,0
22,CONT_AWD_TIRNO11D000410014_2050_TIRNO11D00041_2050,2815996.0,2014,2014-04-01,2014-09-30,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2015-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410014_2050_TIRNO11D00041_2050/,4.0,0
23,CONT_AWD_TIRNO11D000410020_2050_TIRNO11D00041_2050,3270783.0,2014,2014-09-19,2015-02-27,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2015-02-27,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410020_2050_TIRNO11D00041_2050/,4.0,0
24,CONT_AWD_TIRNO11D000410013_2050_TIRNO11D00041_2050,4999999.08,2014,2014-04-22,2014-09-30,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2016-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410013_2050_TIRNO11D00041_2050/,4.0,0
25,CONT_AWD_TIRNO11D000410019_2050_TIRNO11D00041_2050,6996155.0,2015,2014-10-01,2015-09-30,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2017-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410019_2050_TIRNO11D00041_2050/,4.0,0
26,CONT_AWD_TIRNO11D000410018_2050_TIRNO11D00041_2050,0.0,2014,2014-10-01,2015-03-31,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2015-03-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410018_2050_TIRNO11D00041_2050/,4.0,0
27,CONT_AWD_TIRNO11D000410016_2050_TIRNO11D00041_2050,1200000.0,2014,2014-05-12,2014-09-30,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2015-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410016_2050_TIRNO11D00041_2050/,4.0,0
28,CONT_AWD_TIRNO11D000410015_2050_TIRNO11D00041_2050,4773652.0,2014,2014-04-01,2014-09-30,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2014-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410015_2050_TIRNO11D00041_2050/,4.0,0
29,CONT_AWD_TIRNO12Z000030010_2050_GS35F0371N_4730,68392.44,2015,2015-07-20,2015-10-31,R699,SUPPORT- ADMINISTRATIVE: OTHER,139727148,ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY,FULL AND OPEN COMPETITION,2015-10-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO12Z000030010_2050_GS35F0371N_4730/,1.0,0
30,CONT_AWD_TIRNO11D000410021_2050_TIRNO11D00041_2050,21845791.0,2015,2015-04-01,2015-09-30,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2017-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410021_2050_TIRNO11D00041_2050/,4.0,0
31,CONT_AWD_TIRNO12Z000030011_2050_GS35F0371N_4730,41227.6,2015,2015-09-11,2015-10-31,R799,SUPPORT- MANAGEMENT: OTHER,139727148,ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY,FULL AND OPEN COMPETITION,2015-10-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO12Z000030011_2050_GS35F0371N_4730/,1.0,0
32,CONT_AWD_TIRNO11D000410023_2050_TIRNO11D00041_2050,334470.28,2016,2016-04-01,2016-09-30,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2017-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410023_2050_TIRNO11D00041_2050/,4.0,0
33,CONT_AWD_TIRNO11D000410026_2050_TIRNO11D00041_2050,0.0,2016,2016-10-01,2017-09-30,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2017-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410026_2050_TIRNO11D00041_2050/,4.0,0
34,CONT_AWD_TIRNO11D000410025_2050_TIRNO11D00041_2050,3143468.26,2016,2016-09-30,2017-09-29,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2017-09-29,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410025_2050_TIRNO11D00041_2050/,4.0,0
35,CONT_AWD_TIRNO11D000410022_2050_TIRNO11D00041_2050,3243614.72,2016,2016-04-01,2016-09-30,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2017-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410022_2050_TIRNO11D00041_2050/,4.0,0
36,CONT_AWD_TFSAFSA16K0080_2036_HHSN316201200002W_7529,612454.76,2016,2016-09-28,2017-03-31,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2017-03-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TFSAFSA16K0080_2036_HHSN316201200002W_7529/,5.0,0
37,CONT_AWD_TIRNO11D000410024_2050_TIRNO11D00041_2050,334413.05,2016,2016-09-30,2017-09-29,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2017-09-29,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410024_2050_TIRNO11D00041_2050/,4.0,0
38,CONT_AWD_TIRNO17D000040004_2050_TIRNO17D00004_2050,4959301.22,2017,2017-09-30,2018-09-29,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2018-09-29,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO17D000040004_2050_TIRNO17D00004_2050/,1.0,0
39,CONT_AWD_TIRNO11D000410027_2050_TIRNO11D00041_2050,304579.09,2017,2017-04-04,2017-09-30,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2018-04-03,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO11D000410027_2050_TIRNO11D00041_2050/,4.0,0
40,CONT_AWD_TIRNO17D000040002_2050_TIRNO17D00004_2050,4141821.0,2017,2017-09-30,2018-09-29,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2018-09-29,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO17D000040002_2050_TIRNO17D00004_2050/,1.0,0
41,CONT_AWD_TIRNO17D000040003_2050_TIRNO17D00004_2050,8000000.0,2017,2017-09-30,2017-11-30,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2018-09-29,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO17D000040003_2050_TIRNO17D00004_2050/,1.0,0
42,CONT_AWD_TIRNO17D000040005_2050_TIRNO17D00004_2050,1817134.57,2017,2017-09-30,2018-09-29,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2020-09-29,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO17D000040005_2050_TIRNO17D00004_2050/,1.0,0
43,CONT_AWD_TIRNO17D000040001_2050_TIRNO17D00004_2050,2918661.0,2017,2017-02-15,2017-09-30,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2017-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_TIRNO17D000040001_2050_TIRNO17D00004_2050/,1.0,0
44,CONT_AWD_2033H618F00284_2036_TFSAFSABPA17010_2036,223825.46,2018,2018-09-06,2019-10-16,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,139727148,ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY,FULL AND OPEN COMPETITION,2019-10-16,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_2033H618F00284_2036_TFSAFSABPA17010_2036/,5.0,0
45,CONT_AWD_20341419F00008_2036_GS00Q09BGD0005_4735,214000.0,2019,2018-11-01,2019-10-31,D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2021-10-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_20341419F00008_2036_GS00Q09BGD0005_4735/,1.0,0
46,CONT_AWD_2032H518F00470_2050_TIRNO17D00004_2050,6463613.67,2018,2018-05-04,2018-10-05,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2021-10-05,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_2032H518F00470_2050_TIRNO17D00004_2050/,0.0,0
47,CONT_AWD_2032H518F00355_2050_TIRNO17D00004_2050,1668000.32,2018,2018-04-01,2019-03-31,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2019-03-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_2032H518F00355_2050_TIRNO17D00004_2050/,,0
48,CONT_AWD_2032H518F01321_2050_GS00Q09BGD0005_4735,5746517.0,2018,2018-09-30,2019-09-29,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2022-09-29,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_2032H518F01321_2050_GS00Q09BGD0005_4735/,2.0,0
49,CONT_AWD_2032H518F01139_2050_TIRNO17D00004_2050,19770733.24,2018,2018-09-30,2018-12-29,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2021-06-29,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_2032H518F01139_2050_TIRNO17D00004_2050/,,0
50,CONT_AWD_2032H519F00300_2050_TIRNO17D00004_2050,9999999.0,2019,2019-04-11,2020-04-10,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",139727148,ACCENTURE FEDERAL SERVICES LLC,FULL AND OPEN COMPETITION,2020-04-10,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_2032H519F00300_2050_TIRNO17D00004_2050/,,0
51,CONT_AWD_2033H619F00276_2036_TFSAFSABPA17010_2036,664662.51,2019,2019-09-30,2020-03-29,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,139727148,ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY,FULL AND OPEN COMPETITION,2020-03-29,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_2033H619F00276_2036_TFSAFSABPA17010_2036/,4.0,0
