,action_date_fiscal_year,base_and_exercised_options_value,federal_action_obligation,base_and_all_options_value,action_date,recipient_duns,recipient_name
44,2009,7640.82,7640.82,7640.82,2008-12-19,051237027,FEDSTORE CORPORATION
45,2009,4950.0,4950.0,4950.0,2008-10-31,105162098,"SIEMENS GOVERNMENT TECHNOLOGIES, INC."
46,2009,43906.87,43906.87,43906.87,2008-10-31,107939357,GTSI CORPORATION
47,2009,25920.0,25920.0,25920.0,2008-10-01,621599893,A T & T CORP
48,2009,177341.1,177341.1,177341.1,2008-10-14,116207978,APPTIS INC
49,2009,396698.0,396698.0,476698.0,2008-12-31,021002733,ACTIVE STRATEGY INC
50,2009,6000.0,6000.0,6000.0,2008-10-10,968904698,CELLCO PARTNERSHIP DBA VERIZON WIRELESS
51,2009,26333.29,26333.29,26333.29,2008-12-10,051237027,FEDSTORE CORPORATION
52,2009,41525.65,41525.65,41525.65,2008-10-01,039758651,"TRANS-TEL CENTRAL, INC"
53,2009,171750.0,171750.0,171750.0,2008-10-01,140697702,"PROTELECOM, LLC"
54,2009,143053.61,143053.61,143053.61,2008-12-05,016700718,INFORMATION ANALYSIS INC
55,2009,75600.0,75600.0,336842.88,2008-10-01,968904698,CELLCO PARTNERSHIP DBA VERIZON WIRELESS
56,2009,276000.0,276000.0,276000.0,2008-10-01,095471327,STENTOR INCORPORATED
57,2009,32819.77,32819.77,32819.77,2008-11-19,116207978,APPTIS INC
58,2009,42994.43,42994.43,42994.43,2008-10-01,073521101,MERLIN INTERNATIONAL INCORPORATED
59,2009,2780.0,2780.0,2780.0,2008-10-01,140697702,"PROTELECOM, LLC"
60,2009,200624.0,200624.0,200624.0,2008-10-28,107173874,NATIVE AMERICAN INDUSTRIAL DIS
61,2009,40142.15,40142.15,40142.15,2008-12-12,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
62,2009,38157.35,38157.35,38157.35,2008-12-31,116207978,APPTIS INCORPORATED
63,2009,3208842.96,3208842.96,3208842.96,2008-10-01,790228811,RDI SYSTEMS INC
64,2009,3007.94,3007.94,3007.94,2008-10-20,157637570,G C MICRO CORPORATION
65,2009,63488.81,63488.81,63488.81,2008-10-28,020712241,PAETEC COMMUNICATIONS INCORPORATED
66,2009,851431.0,851431.0,851431.0,2008-10-10,107939357,GTSI CORPORATION
67,2009,25955.25,25955.25,25955.25,2008-12-04,026157235,CDW GOVERNMENT INCORPORATED
68,2009,861853.31,861853.31,861853.31,2008-10-29,073521101,MERLIN INTERNATIONAL INCORPORATED
69,2009,29504.6,29504.6,29504.6,2008-12-11,827396735,"WRIGHT, M SUSAN"
70,2009,26400.0,26400.0,26400.0,2008-10-21,968904698,CELLCO PARTNERSHIP DBA VERIZON WIRELESS
71,2009,205340.8,205340.8,205340.8,2008-10-01,161931501,PATRIOT TECHNOLOGIES LIMITED LIABILITY COMPANY (2413)
72,2009,108274.87,108274.87,108274.87,2008-10-01,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
73,2009,60000.0,60000.0,60000.0,2008-10-01,605386783,"CAMERON, DANIEL H"
74,2009,1358806.44,1358806.44,1358806.44,2008-10-30,061079273,RICOH AMERICAS CORPORATION
75,2009,31200.0,31200.0,31200.0,2008-12-18,621645761,"SIRIUS SOFTWARE, INC"
76,2009,71000.0,71000.0,71000.0,2008-11-14,941706467,M2COMSYS
77,2009,183657.6,183657.6,918288.0,2008-10-01,099513520,PROLOGIN TECHNOLOGIES INC
78,2009,180509.12,180509.12,180509.12,2008-10-30,107173874,NATIVE AMERICAN INDUSTRIAL DIS
79,2009,13233.36,13233.36,13233.36,2008-10-01,877953737,INDUS SYSTEMS INC
80,2009,51000.0,0.0,51000.0,2008-12-02,021210252,"ZEHCNAS, INC."
81,2009,245936.0,245936.0,245936.0,2008-10-01,006580799,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC."
82,2009,53640.82,53640.82,53640.82,2008-12-30,160759135,ALVAREZ AND ASSOCIATES LIMITED LIABILITY COMPANY
83,2009,2851005.61,2851005.61,0.0,2008-10-01,103402272,AQUILENT INCORPORATED
84,2009,1497838.72,1497838.72,1497838.72,2008-10-01,003548489,AT&T MOBILITY LLC
85,2009,38034.0,38034.0,38034.0,2008-11-26,618189443,"IMPAC MEDICAL SYSTEMS, INC"
86,2009,101677.5,101677.5,101677.5,2008-11-25,039758651,"TRANS-TEL CENTRAL, INC"
87,2009,12044.16,12044.16,12044.16,2008-10-01,039758651,"TRANS-TEL CENTRAL, INC"
88,2009,76720.76,76720.76,76720.76,2008-10-01,790634364,BUSINESS OBJECTS INC.
89,2009,1190.51,1190.51,1190.51,2008-12-30,144293636,"COUNTERTRADE PRODUCTS, INC."
90,2009,303296.8,303296.8,303296.8,2008-11-24,160759135,ALVAREZ AND ASSOCIATES LIMITED LIABILITY COMPANY
91,2009,6447.52,6447.52,6447.52,2008-12-17,051237027,FEDSTORE CORPORATION
92,2009,130931.05,130931.05,130931.05,2008-10-01,176143605,GOT SECURITY LLC
93,2009,49250.52,49250.52,49250.52,2008-10-22,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
94,2009,27225.89,0.0,27225.89,2008-12-19,160759135,ALVAREZ AND ASSOCIATES LIMITED LIABILITY COMPANY
95,2009,14950.0,14950.0,14950.0,2008-11-10,147704881,"DECARDENAS CONSULTING, INC."
96,2009,103803.99,103803.99,103803.99,2008-10-01,154050959,THE PRESIDIO CORPORATION
97,2009,84826.56,84826.56,84826.56,2008-12-16,098692374,IMMIXTECHNOLOGY INCORPORATED
98,2009,24472.0,24472.0,24472.0,2008-11-25,033230553,ENGAGENT INC
99,2009,183657.6,183657.6,959374.08,2008-10-01,099513520,PROLOGIN TECHNOLOGIES INC
100,2009,19434.62,19434.62,107388.48,2008-10-01,877953737,INDUS SYSTEMSINC
101,2009,516999.96,516999.96,516999.96,2008-10-01,968904698,CELLCO PARTNERSHIP DBA VERIZON WIRELESS
102,2009,47250.0,47250.0,47250.0,2008-10-01,797667094,"TELE-TRACKING TECHNOLOGIES, INC."
103,2009,260153.84,260153.84,260153.84,2008-11-24,160759135,ALVAREZ AND ASSOCIATES LIMITED LIABILITY COMPANY
104,2009,341000.0,341000.0,341000.0,2008-10-23,107173874,NATIVE AMERICAN INDUSTRIAL DIS
105,2009,85736.81,85736.81,85736.81,2008-10-23,154050959,THE PRESIDIO CORPORATION
106,2009,5466.0,5466.0,5466.0,2008-10-01,968904698,CELLCO PARTNERSHIP DBA VERIZON WIRELESS
107,2009,425880.0,425880.0,2129400.0,2008-10-01,107939357,GTSI CORPORATION
108,2009,8929.37,8929.37,8929.37,2008-10-01,141089040,TKC INTEGRATION SERVICES LIMITED LIABILITY COMPANY
109,2009,1306410.08,1306410.08,1306410.08,2008-10-01,790228811,RDI SYSTEMS INC
110,2009,4605.0,4605.0,4605.0,2008-10-01,103572913,GREAT LAKES COMPUTER CORPORATION
111,2009,1915839.96,1915839.96,0.0,2008-10-01,103402272,AQUILENT INCORPORATED
112,2009,7635.54,7635.54,7635.54,2008-10-20,026157235,CDW GOVERNMENT INCORPORATED
113,2009,22118.65,22118.65,22118.65,2008-12-09,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
114,2009,12600.0,12600.0,12600.0,2008-10-16,607086030,INTRATEK COMPUTER INC
115,2009,146779.42,146779.42,146779.42,2008-10-17,144293636,"COUNTERTRADE PRODUCTS, INC."
116,2009,1061618.5,1061618.5,1061618.5,2008-10-01,023432201,"FAIRCLOTH INFORMATION TECHNOLOGY SYSTEMS, INC."
117,2009,270000.0,270000.0,270000.0,2008-10-07,117342618,COMMUNICATIONS PRODUCTS INC
118,2009,222728.4,222728.4,222728.4,2008-11-06,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
119,2009,245214.0,245214.0,245214.0,2008-12-22,143604002,HIPAA READY LIMITED LIABILITY COMPANY
120,2009,75035.4,75035.4,75035.4,2008-10-01,095247321,COMTECH LLC
121,2009,276000.0,276000.0,276000.0,2008-10-01,095471327,STENTOR INCORPORATED
122,2009,759279.96,759279.96,3796399.8,2008-10-01,107939357,GTSI CORPORATION
123,2009,18922.82,18922.82,18922.82,2008-11-18,116207978,APPTIS INC
124,2009,4754.04,4754.04,4754.04,2008-10-01,968904698,CELLCO PARTNERSHIP DBA VERIZON WIRELESS
125,2009,37709027.0,37709027.0,37709027.0,2008-10-01,089896737,"FOUR POINTS TECHNOLOGY, L.L.C."
126,2009,4585.08,4585.08,4585.08,2008-12-30,116207978,APPTIS INC
127,2009,2434412.04,2434412.04,4912550.04,2008-10-01,557258436,"DV UNITED, LLC"
128,2009,8400.0,8400.0,8400.0,2008-11-06,110487522,SWN COMMUNICATIONS INCORPORATED
129,2009,169010.12,169010.12,169010.12,2008-10-01,116207978,APPTIS INC
130,2009,2141580.16,2141580.16,2141580.16,2008-10-01,790228811,RDI SYSTEMS INC
131,2009,5161.72,5161.72,5161.72,2008-12-22,116207978,APPTIS INC
132,2009,227356.68,227356.68,227356.68,2008-10-01,039758651,"TRANS-TEL CENTRAL, INC"
133,2009,14600.22,14600.22,14600.22,2008-10-16,126508535,"ACCESSIBLE SYSTEMS, INC."
134,2009,336000.0,336000.0,336000.0,2008-10-01,095471327,STENTOR INCORPORATED
135,2009,11786.6,11786.6,11786.6,2008-12-19,116207978,APPTIS INC
136,2009,6099.66,6099.66,6099.66,2008-10-01,968904698,CELLCO PARTNERSHIP DBA VERIZON WIRELESS
137,2009,142644.0,142644.0,142644.0,2008-10-01,107939357,GTSI CORPORATION
138,2009,384255.0,384255.0,384255.0,2008-12-23,107939357,GTSI CORPORATION
139,2009,33525.0,33525.0,33525.0,2008-10-01,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
140,2009,32766.36,32766.36,32766.36,2008-10-10,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
141,2009,3999.98,3999.98,3999.98,2008-11-07,051237027,FEDSTORE CORPORATION
142,2009,433590.0,175450.0,554250.0,2008-12-12,007102168,ALLEN CORPORATION OF AMERICA INCORPORATED
143,2009,70367.0,70367.0,385199.0,2008-11-03,807693523,CARESTREAM HEALTH PUERTO RICO LLC
144,2009,17096.0,17096.0,17096.0,2008-12-01,963177209,MUMPS AUDIOFAX INC
145,2009,38977.47,38977.47,38977.47,2008-11-20,157637570,G C MICRO CORPORATION
146,2009,237000.0,237000.0,237000.0,2008-11-20,134303192,HEWLETT-PACKARD COMPANY
147,2009,40500.0,40500.0,40500.0,2008-10-01,043417476,"HOWARD INDUSTRIES, INC."
148,2009,26968.11,26968.11,26968.11,2008-12-19,116207978,APPTIS INC
149,2009,38656.06,38656.06,38656.06,2008-10-10,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
150,2009,84456.0,84456.0,422280.0,2008-10-01,107939357,GTSI CORPORATION
151,2009,1484701.5,1484701.5,1484701.5,2008-10-01,095471327,STENTOR INCORPORATED
152,2009,11571.36,11571.36,11571.36,2008-10-01,009545554,PROVATION MEDICAL INCORPORATED
153,2009,1837572.8,1837572.8,3257545.6,2008-11-18,025314928,INTELLICA CORPORATION
154,2009,6795.0,6795.0,6795.0,2008-10-02,099667321,"COMPUTERIZED MEDICAL SYSTEMS, INC."
155,2009,123732.0,123732.0,0.0,2008-10-01,790228811,RDI SYSTEMS INC
156,2009,692100.0,692100.0,692100.0,2008-10-29,009977963,"STANDARD COMMUNICATIONS, INC."
157,2009,4140790.4,4140790.4,4140790.4,2008-12-09,051237027,FEDSTORE CORPORATION
158,2009,91495.5,91495.5,91495.5,2008-11-19,185935066,ALLEGIANCE CONSULTING INCORPORATED
159,2009,3584.0,3584.0,3584.0,2008-10-27,107173874,NATIVE AMERICAN INDUSTRIAL DIS
160,2009,278404.32,278404.32,278404.32,2008-10-01,607086030,INTRATEK COMPUTER INC
161,2009,20903.95,20903.95,20903.95,2008-12-19,116207978,APPTIS INC
162,2009,248578.4,248578.4,248578.4,2008-10-03,805589954,"INITIATE GOVERNMENT SOLUTIONS, LLC"
163,2009,5628.79,5628.79,5628.79,2008-12-30,116207978,APPTIS INC
164,2009,506544.0,506544.0,506544.0,2008-10-10,117342618,COMMUNICATIONS PRODUCTS INC
165,2009,4438.55,4438.55,4438.55,2008-10-01,141089040,TKC INTEGRATION SERVICES LIMITED LIABILITY COMPANY
166,2009,454470.08,454470.08,454470.08,2008-11-14,107939357,GTSI CORPORATION
167,2009,6878.69,6878.69,6878.69,2008-10-17,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
168,2009,8090.0,8090.0,8090.0,2008-10-01,040046724,SAS INSTITUTE INC.
169,2009,497717.08,497717.08,497717.08,2008-10-28,800264744,TCOOMBS AND ASSOCIATES LIMITED LIABILITY COMPANY
170,2009,19305.45,19305.45,19305.45,2008-12-19,116207978,APPTIS INC
171,2009,4820.0,4820.0,4820.0,2008-11-13,003548489,AT&T MOBILITY LLC
172,2009,18759.93,18759.93,18759.93,2008-12-19,116207978,APPTIS INC
173,2009,152577.6,152577.6,152577.6,2008-12-30,143604002,HIPAA READY LLC
174,2009,101740.0,101740.0,101740.0,2008-10-01,142790315,"URC ENTERPRISES, INC."
175,2009,24471.0,24471.0,24471.0,2008-11-18,006092860,"JOHNSON CONTROLS, INC"
176,2009,84886.14,84886.14,169772.28,2008-10-01,105162098,"SIEMENS GOVERNMENT TECHNOLOGIES, INC."
177,2009,64860.0,64860.0,64860.0,2008-12-01,105307321,"VERMONT TECHNOLOGY PARTNERS, INC."
178,2009,27793.28,27793.28,27793.28,2008-11-25,051237027,FEDSTORE CORPORATION
179,2009,114400.0,114400.0,114400.0,2008-10-21,024846362,DOVE CONSULTING GROUP INC
180,2009,186612.0,186612.0,933060.0,2008-10-01,107939357,GTSI CORPORATION
181,2009,5069.81,5069.81,5069.81,2008-11-20,073521101,"MERLIN INTERNATIONAL, INC."
182,2009,154867.2,154867.2,154867.2,2008-10-09,607146453,"SYSTEMS RESEARCH GROUP, INC."
183,2009,474401.8,474401.8,474401.8,2008-10-01,790228811,RDI SYSTEMS INC
184,2009,13000.0,13000.0,13000.0,2008-12-26,785531336,"TERRY SERVICE, INC."
185,2009,360000.0,360000.0,360000.0,2008-10-01,095471327,STENTOR INCORPORATED
186,2009,31343.4,31343.4,31343.4,2008-10-01,049007359,CAVALIER TELEPHONE LIMITED LIABILITY COMPANY
187,2009,52140.78,52140.78,52140.78,2008-12-18,107939357,GTSI CORPORATION
188,2009,3000.0,3000.0,3000.0,2008-10-20,076363527,KOMPLETE SYSTEMS INTEGRATORS INCORPORATED
189,2009,908384.0,908384.0,908384.0,2008-10-16,127545494,"VETSAMERICA BUSINESS CONSULTING, INC."
190,2009,23096.4,23096.4,23096.4,2008-10-28,069795271,PARATA SYSTEMS LLC
191,2009,84032.79,84032.79,84032.79,2008-10-01,107939357,GTSI CORPORATION
192,2009,736999.92,736999.92,736999.92,2008-10-01,790228811,RDI SYSTEMS INC
193,2009,101760.5,101760.5,101760.5,2008-12-16,141089040,TKC INTEGRATION SERVICES LIMITED LIABILITY COMPANY
194,2009,3600.0,3600.0,3600.0,2008-10-01,118360069,TEC SERVICES CONSULTING INC.
195,2009,3840.0,3840.0,3840.0,2008-11-24,027157127,TELECOMMUNICATION SOLUTIONS GR
196,2009,5916.5,5916.5,5916.5,2008-12-16,105162098,"SIEMENS GOVERNMENT TECHNOLOGIES, INC."
197,2009,42000.0,42000.0,42000.0,2008-11-18,006722789,"COX OKLAHOMA TELCOM, L.L.C."
198,2009,3238.75,3238.75,3238.75,2008-10-01,118330497,"ADVANCED BUSINESS MACHINES, INC."
199,2009,30384.0,30384.0,167928.0,2008-10-01,113942432,"MOBILE WORKFLOW, LLC"
200,2009,10490.0,10490.0,10490.0,2008-12-18,176686574,CUSTOM HARDWARE ENGINEERING &
201,2009,198006.08,198006.08,256710.08,2008-12-10,116207978,APPTIS INC
202,2009,19255.58,19255.58,19255.58,2008-11-15,003548489,AT&T MOBILITY LLC
203,2009,34468.0,34468.0,34468.0,2008-10-01,078158136,TONE SOFTWARE INC
204,2009,37598.0,37598.0,37598.0,2008-10-01,963177209,MUMPS AUDIOFAX INC
205,2009,2434412.04,2434412.04,2434412.04,2008-10-01,557258436,"DV UNITED, LLC"
206,2009,139186.16,139186.16,139186.16,2008-10-01,105162098,"SIEMENS GOVERNMENT TECHNOLOGIES, INC."
207,2009,28333.97,28333.97,28333.97,2008-12-11,116207978,APPTIS INC
208,2009,148500.0,148500.0,148500.0,2008-10-01,009683442,"AT&T GOVERNMENT SOLUTIONS, INC"
209,2009,39805.39,39805.39,39805.39,2008-10-01,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
210,2009,2497635.1,2497635.1,2497635.1,2008-10-01,607086030,INTRATEK COMPUTER INC
211,2009,51000.0,51000.0,51000.0,2008-11-22,009683442,AT&T GOVERNMENT SOLUTIONS INCORPORATED
212,2009,506544.0,506544.0,506544.0,2008-10-02,117342618,COMMUNICATIONS PRODUCTS INC
213,2009,102000.0,102000.0,102000.0,2008-10-28,003548489,AT&T MOBILITY LLC
214,2009,6036.23,6036.23,6036.23,2008-10-09,003548489,AT&T MOBILITY LLC
215,2009,22376.37,22376.37,22376.37,2008-11-24,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
216,2009,3528.0,3528.0,3528.0,2008-12-31,105162098,"SIEMENS GOVERNMENT TECHNOLOGIES, INC."
217,2009,275784.72,275784.72,275784.72,2008-10-01,191341627,"CENTECH GROUP, INC., THE"
218,2009,631311.36,631311.36,631311.36,2008-10-01,103402272,AQUILENT INCORPORATED
219,2009,490000.0,98808.0,490000.0,2008-11-03,027157127,TELECOMMUNICATION SOLUTIONS GROUP INCORPORATED
220,2009,316399.5,316399.5,316399.5,2008-10-01,095471327,STENTOR INCORPORATED
221,2009,39970.88,39970.88,39970.88,2008-10-01,792975781,"DOCUMENT STORAGE SYSTEMS, INC"
222,2009,1295806.44,1295806.44,4000000.0,2008-10-30,061079273,RICOH AMERICAS CORPORATION
223,2009,10550.51,10550.51,10550.51,2008-10-29,116207978,APPTIS INC
224,2009,534192.0,534192.0,534192.0,2008-11-10,963177209,MUMPS AUDIOFAX INC
225,2009,38242.53,38242.53,38242.53,2008-12-19,116207978,APPTIS INC
226,2009,486843.05,486843.05,486843.05,2008-12-16,073521101,MERLIN INTERNATIONAL INCORPORATED
227,2009,12048.0,12048.0,12048.0,2008-12-15,968904698,CELLCO PARTNERSHIP DBA VERIZON WIRELESS
228,2009,81780.63,81780.63,81780.63,2008-11-24,809678782,GOVCONNECTION INCORPORATED
229,2009,57324.0,57324.0,57324.0,2008-12-18,883980781,"SUN MICROSYSTEMS, INC."
230,2009,54485.0,54485.0,54485.0,2008-10-07,110487522,SWN COMMUNICATIONS INCORPORATED
231,2009,30000.0,30000.0,30000.0,2008-10-01,621599893,A T & T CORP
232,2009,37006.62,37006.62,37006.62,2008-12-12,160759135,ALVAREZ AND ASSOCIATES LIMITED LIABILITY COMPANY
233,2009,35850.1,35850.1,35850.1,2008-11-25,144293636,"COUNTERTRADE PRODUCTS, INC."
234,2009,44750.0,44750.0,44750.0,2008-12-24,007216570,VISIONSHARE INC.
235,2009,43288.5,43288.5,43288.5,2008-10-08,132092305,SHARED TECHNOLOGIES INC.
236,2009,36485.88,36485.88,36485.88,2008-11-14,968904698,CELLCO PARTNERSHIP DBA VERIZON WIRELESS
237,2009,81195.88,81195.88,81195.88,2008-12-19,026157235,CDW GOVERNMENT INCORPORATED
238,2009,136500.0,136500.0,409500.0,2008-11-13,602742137,IT FEDERAL SALES LIMITED LIABILITY COMPANY
239,2009,35463.35,35463.35,35463.35,2008-10-23,026157235,CDW GOVERNMENT INCORPORATED
240,2009,211702.64,211702.64,211702.64,2008-10-01,105162098,"SIEMENS GOVERNMENT TECHNOLOGIES, INC."
241,2009,13436.93,13436.93,13436.93,2008-10-01,003548489,AT&T MOBILITY LLC
242,2009,184308.8,184308.8,184308.8,2008-10-01,607086030,INTRATEK COMPUTER INC
243,2009,152150.75,152150.75,152150.75,2008-10-01,095471327,STENTOR INCORPORATED
244,2009,89510.02,89510.02,89510.02,2008-10-28,107939357,GTSI CORPORATION
245,2009,17053.23,17053.23,52734.32,2008-11-03,141089040,"TKC INTEGRATION SERVICES, LLC"
246,2009,3000.0,3000.0,3000.0,2008-10-20,076363527,KOMPLETE SYSTEMS INTEGRATORS INCORPORATED
247,2009,3216.0,3216.0,3216.0,2008-10-01,003548489,AT&T MOBILITY LLC
248,2009,2978069.99,2978069.99,2978069.99,2008-12-17,009148953,OAK GROVE TECHNOLOGIES LIMITED LIABILITY COMPANY
249,2009,2920345.93,2920345.93,4380518.9,2008-12-23,121351428,COMPLETE PROFESSIONAL SERVICES
250,2009,9675.14,9675.14,9675.14,2008-10-23,121701957,BLUE TECH INCORPORATED
251,2009,15351.0,15351.0,15351.0,2008-12-05,006580799,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC."
252,2009,25386.41,25386.41,25386.41,2008-10-01,144293636,"COUNTERTRADE PRODUCTS, INC."
253,2009,486602.17,486602.17,486602.17,2008-10-11,141089040,TKC INTEGRATION SERVICES LIMITED LIABILITY COMPANY
254,2009,624492.0,624492.0,3454405.04,2008-10-01,107939357,GTSI CORPORATION
255,2009,27793.28,27793.28,27793.28,2008-11-25,051237027,FEDSTORE CORPORATION
256,2009,4412.8,4412.8,4412.8,2008-11-24,618563720,INTELLIGENT DECISIONS INCORPORATED
257,2009,6263.2,6263.2,6263.2,2008-11-28,134623631,TOULSON ENTERPRISES LIMITED LIABILITY COMPANY
258,2009,13686.0,13686.0,13686.0,2008-11-20,071044556,"NETSMART NEW YORK, INC."
259,2009,65000.04,65000.04,0.0,2008-10-01,105162098,"SIEMENS GOVERNMENT TECHNOLOGIES, INC."
260,2009,16997.38,16997.38,16997.38,2008-11-18,098692374,IMMIXTECHNOLOGY INCORPORATED
261,2009,28517.08,28517.08,28517.08,2008-11-21,116207978,APPTIS INC
262,2009,87899.85,87899.85,87899.85,2008-10-01,098692374,IMMIXTECHNOLOGY INCORPORATED
263,2009,27076.63,27076.63,27076.63,2008-12-19,116207978,APPTIS INC
264,2009,41988.0,41988.0,41988.0,2008-11-12,968904698,CELLCO PARTNERSHIP DBA VERIZON WIRELESS
265,2009,78500.0,78500.0,78500.0,2008-10-01,868163775,"FAIRPOINT COMMUNICATIONS, INC."
266,2009,6441.0,6441.0,6441.0,2008-12-22,002606994,AUDIO-VIDEO CORPORATION
267,2009,3431.1,3431.1,3431.1,2008-10-27,618563720,INTELLIGENT DECISIONS INCORPORATED
268,2009,210408.0,210408.0,210408.0,2008-10-01,037753399,ADVANCED TECHNOLOGY SYSTEMS IN
269,2009,11911.25,11911.25,11911.25,2008-12-31,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
270,2009,232787.04,232787.04,232787.04,2008-10-01,022725308,DS3 COMPUTING SOLUTIONS INCORPORATED
271,2009,246249.4,246249.4,246249.4,2008-11-24,116207978,APPTIS INC
272,2009,901005.0,901005.0,2795725.0,2008-10-01,023432201,"FAIRCLOTH INFORMATION TECHNOLOGY SYSTEMS, INC."
273,2009,0.0,0.0,0.0,2008-10-30,130493794,FUJITSU CONSULTING
