,contract_award_unique_key,base_and_exercised_options_value,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,product_or_service_code,product_or_service_code_description,recipient_duns,recipient_name,extent_competed,period_of_performance_potential_end_date,solicitation_procedures,naics_code,naics_description,usaspending_permalink,number_of_offers_received,rank
10,CONT_AWD_GSQ1114BJ0037_4732_GS00Q09BGD0034_4735,491186.12,2014,2014-09-14,2014-12-13,AJ45,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (OPERATIONAL SYSTEMS DEVELOPMENT),835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2015-03-13,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSQ1114BJ0037_4732_GS00Q09BGD0034_4735/,1,0
11,CONT_AWD_GS05Q15BMC0001_4732_-NONE-_-NONE-,7061440.93,2015,2015-05-21,2015-08-14,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2018-08-14,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GS05Q15BMC0001_4732_-NONE-_-NONE-/,3,0
12,CONT_AWD_GS05Q15BMC0002_4732_-NONE-_-NONE-,17919815.38,2015,2015-08-15,2016-08-14,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2018-08-14,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GS05Q15BMC0002_4732_-NONE-_-NONE-/,3,0
13,CONT_AWD_GSQ0715BG0029_4732_GS00Q09BGD0034_4735,498807.25,2015,2015-03-14,2015-06-13,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2015-09-13,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSQ0715BG0029_4732_GS00Q09BGD0034_4735/,1,0
14,CONT_AWD_GS15Q16IAC0002_4732_-NONE-_-NONE-,3395832.74,2016,2016-08-15,2017-08-14,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2018-08-14,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GS15Q16IAC0002_4732_-NONE-_-NONE-/,3,0
15,CONT_AWD_GSQ4016SJ0075_4732_GS35F110DA_4732,18822.0,2016,2016-08-22,2016-12-31,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2016-12-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSQ4016SJ0075_4732_GS35F110DA_4732/,1,0
16,CONT_AWD_GS40Q16SJP0011_4732_-NONE-_-NONE-,326336.03,2016,2016-04-01,2017-04-30,7030,INFORMATION TECHNOLOGY SOFTWARE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2017-04-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GS40Q16SJP0011_4732_-NONE-_-NONE-/,2,0
17,CONT_AWD_GSQ0916BH0044_4732_GS00Q09BGD0034_4735,1923934.4,2016,2016-08-10,2017-02-07,D324,IT AND TELECOM- BUSINESS CONTINUITY,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2017-02-07,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSQ0916BH0044_4732_GS00Q09BGD0034_4735/,1,0
18,CONT_AWD_GSJ00016C0013_4704_-NONE-_-NONE-,4051.74,2016,2016-10-01,2017-09-30,7030,INFORMATION TECHNOLOGY SOFTWARE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,NOT COMPETED,2017-09-30,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSJ00016C0013_4704_-NONE-_-NONE-/,1,0
19,CONT_AWD_GSQ0917BH0051_4732_GS00Q09BGD0034_4735,3997317.37,2017,2017-08-10,2018-08-09,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2022-08-09,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSQ0917BH0051_4732_GS00Q09BGD0034_4735/,2,0
20,CONT_AWD_GSJ00017F0023_4704_GS35F110DA_4732,13017.63,2017,2017-07-06,2017-08-06,7030,INFORMATION TECHNOLOGY SOFTWARE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2017-08-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSJ00017F0023_4704_GS35F110DA_4732/,1,0
21,CONT_AWD_GS11Q17BJP0005_4732_HHSN316201200030W_7529,20265519.0,2017,2017-05-15,2019-05-14,D325,IT AND TELECOM- DATA CENTERS AND STORAGE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2027-05-14,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GS11Q17BJP0005_4732_HHSN316201200030W_7529/,3,0
22,CONT_AWD_47QFMA18F0002_4732_GS35F110DA_4732,119865.42,2018,2017-11-08,2018-10-31,7030,INFORMATION TECHNOLOGY SOFTWARE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2018-10-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_47QFMA18F0002_4732_GS35F110DA_4732/,2,0
23,CONT_AWD_47QSCC18F0008XF98_4732_GS00Q09BGD0034_4735,29931008.0,2018,2018-07-28,2023-07-27,R499,SUPPORT- PROFESSIONAL: OTHER,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2023-07-27,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_47QSCC18F0008XF98_4732_GS00Q09BGD0034_4735/,1,0
24,CONT_AWD_47HAA018F0397_4773_GS35F110DA_4732,46804.8,2018,2018-09-14,2018-11-13,R499,SUPPORT- PROFESSIONAL: OTHER,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2018-11-13,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_47HAA018F0397_4773_GS35F110DA_4732/,2,0
25,CONT_AWD_47QFMA19F0006_4732_GS35F110DA_4732,113136.59,2019,2018-12-13,2019-10-31,7030,INFORMATION TECHNOLOGY SOFTWARE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2019-10-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_47QFMA19F0006_4732_GS35F110DA_4732/,1,0
26,CONT_AWD_47QDCA19C0001_4732_-NONE-_-NONE-,24512363.22,2019,2019-02-15,2020-02-14,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,NOT COMPETED,2021-02-14,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_47QDCA19C0001_4732_-NONE-_-NONE-/,1,0
0,CONT_AWD_GSA0009AA0451_4705_GS35F4594G_4730,84748.0,2009,2009-09-09,2010-05-07,R408,PROGRAM MANAGEMENT/SUPPORT SERVICES,097779698,SYSTEMS RESEARCH AND APPLICATI,,2010-05-07,SIMPLIFIED ACQUISITION,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSA0009AA0451_4705_GS35F4594G_4730/,11.0,1
1,CONT_AWD_GST0009AJM090_4735_GS00T99ALD0211_4735,117377304.0,2009,2009-02-20,2014-02-23,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,097779698,SYSTEMS RESEARCH AND APPLICATIONS,COMPETITIVE DELIVERY ORDER,2014-02-23,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0009AJM090_4735_GS00T99ALD0211_4735/,4.0,1
2,CONT_AWD_GSTFMGBPA100001C0001A_4735_GSTFMGBPA100001_4735,3639117.87,2010,2010-08-20,2011-08-19,R499,OTHER PROFESSIONAL SERVICES,097779698,SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,NOT COMPETED UNDER SAP,2011-08-19,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSTFMGBPA100001C0001A_4735_GSTFMGBPA100001_4735/,1.0,1
3,CONT_AWD_GS0I10AAA0159_4705_-NONE-_-NONE-,799358.0,2010,2010-06-10,2010-07-01,D313,COMPUTER AIDED DESGN/MFG SVCS,097779698,SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,COMPETED UNDER SAP,2011-06-30,SIMPLIFIED ACQUISITION,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GS0I10AAA0159_4705_-NONE-_-NONE-/,2.0,1
4,CONT_AWD_GSTFMGBPA10001CO02_4732_GSTFMGBPA100001_4735,9000000.0,2011,2010-12-08,2011-10-07,R499,OTHER PROFESSIONAL SERVICES,097779698,SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,NOT COMPETED UNDER SAP,2011-10-07,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSTFMGBPA10001CO02_4732_GSTFMGBPA100001_4735/,1.0,1
5,CONT_AWD_GSTFMGBPA100001CO01_4735_GSTFMGBPA100001_4735,4438381.65,2010,2010-05-19,2010-08-28,R499,OTHER PROFESSIONAL SERVICES,097779698,SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,NOT COMPETED UNDER SAP,2010-08-28,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSTFMGBPA100001CO01_4735_GSTFMGBPA100001_4735/,1.0,1
6,CONT_AWD_GSTFMGBPA100001CO02A_4732_GSTFMGBPA100001_4735,20684562.0,2011,2011-07-18,2012-01-17,R499,OTHER PROFESSIONAL SERVICES,097779698,SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,NOT COMPETED UNDER SAP,2012-01-17,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSTFMGBPA100001CO02A_4732_GSTFMGBPA100001_4735/,1.0,1
7,CONT_AWD_GSTFMGBPA10001CO05_4732_GSTFMGBPA100001_4735,22739896.0,2011,2011-09-29,2014-09-28,R499,OTHER PROFESSIONAL SERVICES,097779698,SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,NOT COMPETED UNDER SAP,2014-09-28,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSTFMGBPA10001CO05_4732_GSTFMGBPA100001_4735/,1.0,1
8,CONT_AWD_GST0011AJ0099_4732_GS00T11AJC0007_4732,20387827.0,2011,2011-09-14,2012-09-13,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,097779698,SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,FULL AND OPEN COMPETITION,2016-09-13,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0011AJ0099_4732_GS00T11AJC0007_4732/,4.0,1
9,CONT_AWD_GST0411BF0017_4732_GS00Q09BGD0055_4735,1038591.0,2011,2011-02-02,2012-02-01,R405,OPERATIONS RESEARCH & QUANTITATIVE,097779698,SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,FULL AND OPEN COMPETITION,2014-02-01,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0411BF0017_4732_GS00Q09BGD0055_4735/,4.0,1
10,CONT_AWD_GST0012AJ0044_4732_GSTFMGBPA100001_4735,27160629.0,2012,2012-01-06,2012-04-08,R499,SUPPORT- PROFESSIONAL: OTHER,097779698,SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,NOT COMPETED UNDER SAP,2013-02-08,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0012AJ0044_4732_GSTFMGBPA100001_4735/,1.0,1
11,CONT_AWD_GST0412DB0152_4732_GS00Q09BGD0055_4735,829900.0,2012,2012-09-25,2013-09-24,D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,097779698,"SRA INTERNATIONAL, INC.",FULL AND OPEN COMPETITION,2017-09-24,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0412DB0152_4732_GS00Q09BGD0055_4735/,4.0,1
12,CONT_AWD_GSQ0014AJ0032_4732_GS00Q09BGD0055_4735,296550.0,2014,2014-01-10,2015-01-09,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",097779698,"SRA INTERNATIONAL, INC.",FULL AND OPEN COMPETITION,2019-01-09,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSQ0014AJ0032_4732_GS00Q09BGD0055_4735/,3.0,1
13,CONT_AWD_GSQ0013AH1022_4732_GS00Q09BGD0055_4735,4378137.0,2013,2013-09-28,2014-09-27,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",097779698,"SRA INTERNATIONAL, INC.",FULL AND OPEN COMPETITION,2018-09-27,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSQ0013AH1022_4732_GS00Q09BGD0055_4735/,3.0,1
14,CONT_AWD_GST0013AJ0116_4732_GS35F088AA_4732,2906028.08,2013,2013-09-16,2014-08-15,R499,SUPPORT- PROFESSIONAL: OTHER,097779698,"SRA INTERNATIONAL, INC.",FULL AND OPEN COMPETITION,2014-08-15,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0013AJ0116_4732_GS35F088AA_4732/,1.0,1
15,CONT_AWD_GST0013AJ0102_4732_GS35F4594G_4730,1945838.01,2013,2013-08-01,2014-07-31,R499,SUPPORT- PROFESSIONAL: OTHER,097779698,SYSTEMS RESEARCH AND APPLICATI,FULL AND OPEN COMPETITION,2014-07-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0013AJ0102_4732_GS35F4594G_4730/,1.0,1
16,CONT_AWD_GST0013AJ0110_4732_GSTFMGBPA100001_4735,2000000.0,2013,2013-09-27,2014-03-29,R499,SUPPORT- PROFESSIONAL: OTHER,097779698,SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,NOT COMPETED UNDER SAP,2015-09-29,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GST0013AJ0110_4732_GSTFMGBPA100001_4735/,1.0,1
17,CONT_AWD_GSQ0014AJ0074_4732_GS35F4594G_4730,3550562.4,2014,2014-08-01,2015-07-31,R499,SUPPORT- PROFESSIONAL: OTHER,097779698,SYSTEMS RESEARCH AND APPLICATI,FULL AND OPEN COMPETITION,2015-07-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSQ0014AJ0074_4732_GS35F4594G_4730/,1.0,1
18,CONT_AWD_GSQ0014AJ0005_4732_GSTFMGBPA100001_4735,50565708.0,2014,2014-01-31,2015-01-31,R499,SUPPORT- PROFESSIONAL: OTHER,097779698,SYSTEMS RESEARCH AND APPLICATIONS CORPORATION,NOT COMPETED UNDER SAP,2015-01-31,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSQ0014AJ0005_4732_GSTFMGBPA100001_4735/,1.0,1
19,CONT_AWD_GSQ0014AJ0026_4732_GS00Q09BGD0055_4735,2333491.0,2014,2014-02-21,2015-02-23,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",097779698,"SRA INTERNATIONAL, INC.",FULL AND OPEN COMPETITION,2015-02-23,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSQ0014AJ0026_4732_GS00Q09BGD0055_4735/,1.0,1
20,CONT_AWD_GSQ0515BM0173_4732_GS35F4594G_4730,7053356.0,2015,2015-09-30,2016-06-29,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,097779698,SYSTEMS RESEARCH AND APPLICATI,FULL AND OPEN COMPETITION,2016-06-29,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSQ0515BM0173_4732_GS35F4594G_4730/,1.0,1
21,CONT_AWD_GSQ0515BM0168_4732_GS35F4594G_4730,8684846.0,2015,2015-09-30,2016-06-29,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,097779698,SYSTEMS RESEARCH AND APPLICATI,FULL AND OPEN COMPETITION,2016-06-29,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSQ0515BM0168_4732_GS35F4594G_4730/,1.0,1
22,CONT_AWD_GSQ0016AJ0009_4732_GS00Q09BGD0055_4735,48102200.0,2016,2015-11-20,2017-01-31,D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,097779698,"SRA INTERNATIONAL, INC.",FULL AND OPEN COMPETITION,2021-01-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSQ0016AJ0009_4732_GS00Q09BGD0055_4735/,2.0,1
23,CONT_AWD_GSQ0016AJ0088_4732_GS35F088AA_4732,3000131.0,2016,2016-08-01,2017-07-31,R499,SUPPORT- PROFESSIONAL: OTHER,097779698,"SRA INTERNATIONAL, INC.",FULL AND OPEN COMPETITION,2017-07-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSQ0016AJ0088_4732_GS35F088AA_4732/,1.0,1
24,CONT_AWD_GSQ0016AJ0095_4732_GS35F088AA_4732,828879.0,2016,2016-09-29,2017-09-28,R499,SUPPORT- PROFESSIONAL: OTHER,097779698,"SRA INTERNATIONAL, INC.",FULL AND OPEN COMPETITION,2017-09-28,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSQ0016AJ0095_4732_GS35F088AA_4732/,1.0,1
25,CONT_AWD_GSQ0317DS0057_4732_GS00Q09BGD0055_4735,3441699.96,2017,2017-09-26,2018-09-25,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,097779698,"SRA INTERNATIONAL, INC.",FULL AND OPEN COMPETITION,2018-09-25,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSQ0317DS0057_4732_GS00Q09BGD0055_4735/,2.0,1
26,CONT_AWD_GSQ0317DS0051_4732_GS00Q09BGD0055_4735,2692868.57,2017,2017-09-26,2018-09-25,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,097779698,"SRA INTERNATIONAL, INC.",FULL AND OPEN COMPETITION,2018-09-25,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_GSQ0317DS0051_4732_GS00Q09BGD0055_4735/,2.0,1
