,contract_award_unique_key,base_and_exercised_options_value,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,product_or_service_code,product_or_service_code_description,recipient_duns,recipient_name,extent_competed,period_of_performance_potential_end_date,solicitation_procedures,naics_code,naics_description,usaspending_permalink,number_of_offers_received,rank
9,CONT_AWD_DOCYA132311SE0230_1323_-NONE-_-NONE-,6400.0,2011,2011-05-23,2012-06-30,J070,MAINT-REP OF ADP EQ & SUPPLIES,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2012-06-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCYA132311SE0230_1323_-NONE-_-NONE-/,1.0,1
10,CONT_AWD_DOCSB134111CT0004_1341_-NONE-_-NONE-,22554.4,2011,2011-01-01,2011-12-31,7520,OFFICE DEVICES AND ACCESSORIES,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,NOT COMPETED,2012-01-30,ONLY ONE SOURCE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCSB134111CT0004_1341_-NONE-_-NONE-/,1.0,1
11,CONT_AWD_DOCDG133E11SE0533_1330_-NONE-_-NONE-,3750.0,2011,2011-01-06,2012-01-31,7030,ADP SOFTWARE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,NOT AVAILABLE FOR COMPETITION,2012-01-31,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCDG133E11SE0533_1330_-NONE-_-NONE-/,1.0,1
12,CONT_AWD_DOCYA132311AE0021_1323_-NONE-_-NONE-,6485.3,2011,2011-04-01,2012-03-31,J070,MAINT-REP OF ADP EQ & SUPPLIES,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,NOT COMPETED UNDER SAP,2012-03-31,SIMPLIFIED ACQUISITION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCYA132311AE0021_1323_-NONE-_-NONE-/,1.0,1
13,CONT_AWD_DOCYA132312SE0060_1323_-NONE-_-NONE-,6455.64,2012,2011-12-29,2012-09-30,J070,MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,NOT COMPETED,2012-09-30,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCYA132312SE0060_1323_-NONE-_-NONE-/,1.0,1
14,CONT_AWD_DOCDG133012CQ00040001_1330_DOCDG133012CQ0004_1330,149383.32,2012,2011-11-23,2013-09-30,D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2013-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCDG133012CQ00040001_1330_DOCDG133012CQ0004_1330/,1.0,1
15,CONT_AWD_DOCYA132311SE0274_1323_-NONE-_-NONE-,109271.98,2011,2011-06-29,2012-06-30,J036,MAINT-REP OF SP INDUSTRY MACHINERY,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,NOT COMPETED UNDER SAP,2012-06-30,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCYA132311SE0274_1323_-NONE-_-NONE-/,1.0,1
16,CONT_AWD_DOCYA132312SE0261_1323_-NONE-_-NONE-,6400.0,2012,2012-05-16,2013-06-30,J070,MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,COMPETED UNDER SAP,2013-06-30,SIMPLIFIED ACQUISITION,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCYA132312SE0261_1323_-NONE-_-NONE-/,1.0,1
17,CONT_AWD_DOCYA132313SE0030_1323_-NONE-_-NONE-,7416.0,2013,2012-12-17,2013-09-30,J070,MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,COMPETED UNDER SAP,2013-09-30,SIMPLIFIED ACQUISITION,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCYA132313SE0030_1323_-NONE-_-NONE-/,1.0,1
18,CONT_AWD_DOCT0003_1330_DOCDG133012CQ0004_1330,10000000.0,2012,2012-05-30,2017-02-14,D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2017-02-14,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCT0003_1330_DOCDG133012CQ0004_1330/,1.0,1
19,CONT_AWD_DOCDG133F12SU0335_1330_-NONE-_-NONE-,4992.0,2012,2012-03-12,2013-01-31,7030,ADP SOFTWARE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,COMPETED UNDER SAP,2013-01-31,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCDG133F12SU0335_1330_-NONE-_-NONE-/,1.0,1
20,CONT_AWD_0002_1330_DOCDG133012CQ0004_1330,7997097.1,2012,2012-02-15,2017-02-14,D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2017-02-14,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_0002_1330_DOCDG133012CQ0004_1330/,1.0,1
21,CONT_AWD_DOCDG133012SU0277_1330_-NONE-_-NONE-,4026.0,2012,2012-02-15,2013-02-14,D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,COMPETED UNDER SAP,2013-02-14,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCDG133012SU0277_1330_-NONE-_-NONE-/,1.0,1
22,CONT_AWD_DOCYA132313SE0090_1323_-NONE-_-NONE-,8200.0,2013,2013-02-01,2014-01-31,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,COMPETED UNDER SAP,2014-01-31,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCYA132313SE0090_1323_-NONE-_-NONE-/,1.0,1
23,CONT_AWD_DOCST133C13SU0356_1330_-NONE-_-NONE-,11106.5,2013,2013-04-16,2014-03-31,7030,ADP SOFTWARE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,COMPETED UNDER SAP,2017-03-31,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCST133C13SU0356_1330_-NONE-_-NONE-/,1.0,1
24,CONT_AWD_DOCSB134113CN0079_1341_-NONE-_-NONE-,59580.3,2013,2013-09-24,2014-09-30,D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,NOT COMPETED,2014-09-30,ONLY ONE SOURCE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCSB134113CN0079_1341_-NONE-_-NONE-/,1.0,1
25,CONT_AWD_DOCSB134114AE0067_1341_-NONE-_-NONE-,7429.0,2014,2014-07-28,2015-07-27,5810,COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,NOT COMPETED UNDER SAP,2015-07-27,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCSB134114AE0067_1341_-NONE-_-NONE-/,1.0,1
26,CONT_AWD_DOCYA132314AE0011_1323_-NONE-_-NONE-,8200.0,2014,2014-01-31,2015-01-31,R799,SUPPORT- MANAGEMENT: OTHER,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,COMPETED UNDER SAP,2015-01-31,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCYA132314AE0011_1323_-NONE-_-NONE-/,3.0,1
27,CONT_AWD_DOCSB132514SE0202_1341_-NONE-_-NONE-,22037.1,2014,2014-07-01,2015-06-30,D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,COMPETED UNDER SAP,2015-06-30,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCSB132514SE0202_1341_-NONE-_-NONE-/,1.0,1
28,CONT_AWD_DOCYA132314SE0042_1323_-NONE-_-NONE-,14812.0,2014,2014-01-01,2014-12-31,D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,COMPETED UNDER SAP,2014-12-31,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCYA132314SE0042_1323_-NONE-_-NONE-/,1.0,1
29,CONT_AWD_DOCD0004_1330_DOCDG133012CQ0004_1330,33355557.11,2015,2014-12-30,2017-02-14,D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2017-02-14,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCD0004_1330_DOCDG133012CQ0004_1330/,1.0,1
30,CONT_AWD_DOCSB132515SE0269_1341_-NONE-_-NONE-,23531.4,2015,2015-07-28,2016-07-27,D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,COMPETED UNDER SAP,2016-09-30,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCSB132515SE0269_1341_-NONE-_-NONE-/,1.0,1
31,CONT_AWD_DOCT0005_1330_DOCDG133012CQ0004_1330,1989917.16,2015,2015-03-23,2016-02-14,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2018-02-14,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCT0005_1330_DOCDG133012CQ0004_1330/,1.0,1
32,CONT_AWD_DOCST133016SE0242_1330_-NONE-_-NONE-,36580.0,2016,2016-01-07,2016-03-31,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,NOT COMPETED,2016-03-31,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCST133016SE0242_1330_-NONE-_-NONE-/,1.0,1
33,CONT_AWD_DOCSS130117NC0008_1301_GS35F110DA_4732,6549604.99,2017,2016-12-28,2017-12-31,7030,INFORMATION TECHNOLOGY SOFTWARE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2021-12-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCSS130117NC0008_1301_GS35F110DA_4732/,1.0,1
34,CONT_AWD_DOCSB135016SE0052_1341_-NONE-_-NONE-,37057.5,2016,2016-01-29,2017-01-28,D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,COMPETED UNDER SAP,2017-01-28,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCSB135016SE0052_1341_-NONE-_-NONE-/,2.0,1
35,CONT_AWD_DOCT0006_1330_DOCDG133012CQ0004_1330,57000000.0,2017,2017-02-14,2020-02-14,D320,IT AND TELECOM- ANNUAL HARDWARE MAINTENANCE SERVICE PLANS,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2020-02-14,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCT0006_1330_DOCDG133012CQ0004_1330/,,1
36,CONT_AWD_DOCT0007_1330_DOCDG133012CQ0004_1330,32534630.0,2017,2017-02-14,2020-02-14,7021,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)",835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2020-02-14,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCT0007_1330_DOCDG133012CQ0004_1330/,1.0,1
37,CONT_AWD_DOCSP133E17NC0527_1330_GS35F110DA_4732,461366.91,2017,2017-05-30,2018-05-31,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2018-05-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCSP133E17NC0527_1330_GS35F110DA_4732/,2.0,1
38,CONT_AWD_DOCBG133M17SE0504_1330_-NONE-_-NONE-,26739.53,2017,2017-03-29,2018-04-30,D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,NOT COMPETED UNDER SAP,2018-04-30,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCBG133M17SE0504_1330_-NONE-_-NONE-/,1.0,1
39,CONT_AWD_1333BJ19F00280008_1344_GS35F110DA_4732,83000.0,2019,2018-11-29,2019-02-12,R499,SUPPORT- PROFESSIONAL: OTHER,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2019-04-23,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_1333BJ19F00280008_1344_GS35F110DA_4732/,1.0,1
40,CONT_AWD_1333BJ19P00282001_1344_-NONE-_-NONE-,78000.0,2019,2018-08-28,2018-10-16,R499,SUPPORT- PROFESSIONAL: OTHER,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,NOT COMPETED UNDER SAP,2018-10-16,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_1333BJ19P00282001_1344_-NONE-_-NONE-/,1.0,1
41,CONT_AWD_1305M419FNAAA0154_1330_DOCDG133012CQ0004_1330,12200000.0,2019,2019-09-20,2022-02-14,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2022-02-14,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_1305M419FNAAA0154_1330_DOCDG133012CQ0004_1330/,,1
42,CONT_AWD_1333BJ19F00280024_1344_GS35F110DA_4732,382948.82,2019,2019-02-14,2019-05-24,R499,SUPPORT- PROFESSIONAL: OTHER,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2019-05-24,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_1333BJ19F00280024_1344_GS35F110DA_4732/,1.0,1
43,CONT_AWD_1333LB19F00000306_1323_GS35F110DA_4732,3369778.0,2019,2019-06-25,2019-12-31,R799,SUPPORT- MANAGEMENT: OTHER,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2021-03-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_1333LB19F00000306_1323_GS35F110DA_4732/,1.0,1
44,CONT_AWD_1305M419FNWWX0149_1330_DOCDG133012CQ0004_1330,24466215.0,2019,2019-09-20,2022-02-14,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2022-02-14,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_1305M419FNWWX0149_1330_DOCDG133012CQ0004_1330/,,1
0,CONT_AWD_DOC56PAPT1400585_1344_DOC50PAPT1400018_1344,494580.98,2014,2014-07-02,2015-04-30,R499,SUPPORT- PROFESSIONAL: OTHER,804891851,"INFORMATION INTERNATIONAL ASSOCIATES, INC.",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2015-04-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOC56PAPT1400585_1344_DOC50PAPT1400018_1344/,26.0,2
1,CONT_AWD_DOC56PAPT1400529_1344_DOC50PAPT1400018_1344,250675.02,2014,2014-06-19,2015-04-30,R499,SUPPORT- PROFESSIONAL: OTHER,804891851,"INFORMATION INTERNATIONAL ASSOCIATES, INC.",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2015-04-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOC56PAPT1400529_1344_DOC50PAPT1400018_1344/,26.0,2
2,CONT_AWD_DOC56PAPT1400535_1344_DOC50PAPT1400018_1344,483197.28,2014,2014-06-23,2015-04-30,R499,SUPPORT- PROFESSIONAL: OTHER,804891851,"INFORMATION INTERNATIONAL ASSOCIATES, INC.",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2015-04-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOC56PAPT1400535_1344_DOC50PAPT1400018_1344/,26.0,2
3,CONT_AWD_DOC56PAPT1400534_1344_DOC50PAPT1400018_1344,802053.65,2014,2014-06-20,2015-04-30,R499,SUPPORT- PROFESSIONAL: OTHER,804891851,"INFORMATION INTERNATIONAL ASSOCIATES, INC.",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2015-04-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOC56PAPT1400534_1344_DOC50PAPT1400018_1344/,26.0,2
4,CONT_AWD_DOC56PAPT1400532_1344_DOC50PAPT1400018_1344,1256629.75,2014,2014-06-20,2015-04-30,R499,SUPPORT- PROFESSIONAL: OTHER,804891851,"INFORMATION INTERNATIONAL ASSOCIATES, INC.",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2015-04-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOC56PAPT1400532_1344_DOC50PAPT1400018_1344/,26.0,2
5,CONT_AWD_DOC56PAPT1400526_1344_DOC50PAPT1400018_1344,1510088.91,2014,2014-06-19,2015-04-30,R499,SUPPORT- PROFESSIONAL: OTHER,804891851,"INFORMATION INTERNATIONAL ASSOCIATES, INC.",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2015-04-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOC56PAPT1400526_1344_DOC50PAPT1400018_1344/,26.0,2
6,CONT_AWD_DOC56PAPT1400533_1344_DOC50PAPT1400018_1344,463153.66,2014,2014-06-23,2015-04-30,R499,SUPPORT- PROFESSIONAL: OTHER,804891851,"INFORMATION INTERNATIONAL ASSOCIATES, INC.",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2015-04-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOC56PAPT1400533_1344_DOC50PAPT1400018_1344/,26.0,2
7,CONT_AWD_DOC56PAPT1400605_1344_DOC50PAPT1400018_1344,11498497.64,2014,2014-07-08,2015-04-30,R499,SUPPORT- PROFESSIONAL: OTHER,804891851,"INFORMATION INTERNATIONAL ASSOCIATES, INC.",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2015-04-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOC56PAPT1400605_1344_DOC50PAPT1400018_1344/,26.0,2
